Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
2010-01-30,23,5,2,0,0,40,29,26,44,1.608695652173913,0.9130434782608696,23.0,10,4,0,0,0,0,0,0,0,0,0.6086956521739131,-0.6521739130434783,0.6956521739130435,0.2608695652173913
2010-01-31,24,30,2,0,0,44,19,30,35,1.7826086956521738,0.6521739130434783,23.0,12,4,1,0,0,0,0,0,0,0,0.6086956521739131,-0.6956521739130435,1.1304347826086956,0.3478260869565217
2010-03-02,17,30,1,0,0,26,19,28,36,1.125,0.625,24.0,0,1,0,0,1,1,0,0,0,0,-0.0833333333333333,-0.7083333333333334,0.5,-0.0416666666666666
2010-06-02,9,41,2,1,0,23,29,46,38,0.8333333333333334,0.875,24.0,1,6,0,0,0,0,0,0,0,0,-0.9583333333333334,-0.375,-0.0416666666666666,-0.2083333333333333
2010-06-02,19,24,2,1,0,22,45,48,32,0.8333333333333334,1.7083333333333333,24.0,3,9,0,0,0,0,0,0,0,0,-1.0833333333333333,0.5416666666666666,-0.875,-0.25
2010-06-02,23,16,1,0,0,40,33,26,34,1.5833333333333333,1.3333333333333333,24.0,11,13,0,0,0,0,0,0,0,0,0.5833333333333334,-0.0416666666666666,0.25,-0.0833333333333333
2010-06-02,25,30,5,0,0,53,19,19,36,2.083333333333333,0.625,24.0,13,1,0,0,0,0,0,0,0,0,1.4166666666666667,-0.7083333333333334,1.4583333333333333,0.5
2010-06-02,35,3,3,0,0,22,25,26,40,1.2083333333333333,1.125,24.0,8,8,0,0,0,0,0,0,0,0,-0.1666666666666666,-0.625,0.0833333333333333,0.0
2010-07-02,2,43,2,1,0,24,20,24,42,1.48,0.84,25.0,8,2,0,0,0,0,0,0,0,0,0.0,-0.88,0.64,0.24
2010-07-02,12,0,2,0,0,58,60,20,28,2.2,1.96,25.0,13,8,1,0,0,0,0,0,0,0,1.52,1.28,0.24,0.2
2010-09-02,17,9,3,0,0,27,25,28,47,1.2,0.92,25.0,3,3,0,0,1,0,0,0,1,0,-0.04,-0.88,0.28,0.0
2010-09-02,24,5,2,0,0,47,29,32,46,1.76,0.88,25.0,9,4,0,0,0,0,0,0,0,0,0.6,-0.68,0.88,0.2
2010-10-02,0,23,1,0,0,60,42,28,26,1.96,1.64,25.0,8,11,0,0,0,0,0,0,0,0,1.28,0.64,0.32,-0.12
2010-10-02,3,19,1,0,0,25,23,40,49,1.12,0.84,25.0,8,4,0,0,0,0,0,0,0,0,-0.6,-1.04,0.28,0.16
2010-10-02,16,12,2,1,0,33,58,35,20,1.28,2.2,25.0,10,13,0,0,0,0,1,0,0,0,-0.08,1.52,-0.92,-0.12
2010-10-02,41,2,2,0,0,32,24,40,26,0.9230769230769232,1.4230769230769231,26.0,6,5,0,0,0,0,0,0,0,0,-0.3076923076923077,-0.0769230769230769,-0.5,0.0384615384615384
2010-10-02,43,38,1,0,0,21,45,42,25,0.9230769230769232,1.6538461538461535,26.0,5,6,0,0,0,0,0,0,0,0,-0.8076923076923077,0.7692307692307693,-0.7307692307692307,-0.0384615384615384
2010-02-20,0,36,2,0,0,60,32,30,42,1.8846153846153848,1.0,26.0,7,3,0,0,0,0,0,0,0,0,1.1538461538461535,-0.3846153846153846,0.8846153846153846,0.1538461538461538
2010-02-20,16,25,3,1,0,35,61,36,20,1.3461538461538465,2.1538461538461537,26.0,12,13,1,0,0,0,0,0,0,0,-0.0384615384615384,1.5769230769230769,-0.8076923076923077,-0.0384615384615384
2010-02-20,41,19,3,0,0,32,25,40,50,0.9230769230769232,0.9230769230769232,26.0,6,6,0,0,0,0,0,0,0,0,-0.3076923076923077,-0.9615384615384616,0.0,0.0
2010-02-21,1,9,5,2,0,32,25,19,50,1.6153846153846154,0.8846153846153846,26.0,7,3,0,0,0,0,0,0,1,0,0.5,-0.9615384615384616,0.7307692307692307,0.1538461538461538
2010-02-21,3,5,3,0,0,26,29,43,49,1.148148148148148,0.8518518518518519,27.0,10,2,0,0,0,0,0,0,0,0,-0.6296296296296297,-0.7407407407407407,0.2962962962962963,0.2962962962962963
2010-02-21,17,2,2,1,0,30,25,28,28,1.2592592592592593,1.3703703703703705,27.0,7,4,0,0,0,0,0,0,0,0,0.074074074074074,-0.1111111111111111,-0.1111111111111111,0.1111111111111111
2010-02-23,25,41,3,0,0,62,35,21,40,2.111111111111111,1.0,27.0,13,8,1,0,0,0,0,0,0,0,1.5185185185185186,-0.1851851851851851,1.1111111111111112,0.1851851851851851
2010-02-27,2,42,1,0,0,25,26,28,52,1.3703703703703705,0.925925925925926,27.0,4,3,0,0,0,0,0,0,0,0,-0.1111111111111111,-0.9629629629629628,0.4444444444444444,0.037037037037037
2010-02-27,5,43,1,0,0,29,21,49,44,0.8518518518518519,0.8888888888888888,27.0,2,5,0,0,0,0,0,0,0,0,-0.7407407407407407,-0.8518518518518519,-0.037037037037037,-0.1111111111111111
2010-02-28,23,3,2,1,0,43,29,27,43,1.6071428571428572,1.2142857142857142,28.0,8,10,0,0,0,0,0,0,0,0,0.5714285714285714,-0.5,0.3928571428571428,-0.0714285714285714
2010-02-28,38,16,2,1,0,48,39,26,39,1.6428571428571428,1.3571428571428572,28.0,8,9,0,0,0,0,0,0,0,0,0.7857142857142857,0.0,0.2857142857142857,-0.0357142857142857
2010-06-03,0,9,3,1,0,63,28,30,57,1.9642857142857144,0.8214285714285714,28.0,7,3,0,0,0,0,0,0,0,0,1.1785714285714286,-1.0357142857142858,1.1428571428571428,0.1428571428571428
2010-07-03,16,19,5,1,0,39,25,39,54,1.3571428571428572,0.8571428571428571,28.0,9,5,0,0,0,0,0,0,0,0,0.0,-1.0357142857142858,0.5,0.1428571428571428
2010-08-03,42,23,1,0,0,26,43,53,27,0.8928571428571429,1.6071428571428572,28.0,3,8,0,0,0,0,0,0,0,0,-0.9642857142857144,0.5714285714285714,-0.7142857142857143,-0.1785714285714285
2010-09-03,36,5,4,0,0,32,30,44,49,0.9642857142857144,0.9285714285714286,28.0,4,5,0,0,0,0,0,0,0,0,-0.4285714285714285,-0.6785714285714286,0.0357142857142857,-0.0357142857142857
2010-03-13,5,42,4,0,0,32,27,50,53,1.0,0.9655172413793104,29.0,7,5,0,0,0,0,0,0,0,0,-0.6206896551724138,-0.896551724137931,0.0344827586206896,0.0689655172413793
2010-03-13,12,41,4,1,0,65,36,26,45,2.103448275862069,0.9310344827586208,29.0,7,6,0,0,0,0,0,0,0,0,1.3448275862068966,-0.3103448275862069,1.1724137931034482,0.0344827586206896
2010-03-13,38,3,3,1,0,50,30,27,45,1.6896551724137931,1.1724137931034482,29.0,8,7,0,0,0,0,0,0,0,0,0.7931034482758621,-0.5172413793103449,0.5172413793103449,0.0344827586206896
2010-03-14,25,17,3,0,0,66,32,24,29,2.0689655172413794,1.3103448275862069,29.0,10,11,0,0,0,0,0,0,0,0,1.4482758620689655,0.1034482758620689,0.7586206896551724,-0.0344827586206896
2010-03-15,23,30,4,1,0,45,25,29,51,1.6,0.6333333333333333,30.0,7,4,0,0,0,0,0,0,0,0,0.5333333333333333,-0.8666666666666667,0.9666666666666668,0.1
2010-03-20,0,41,2,0,0,69,37,32,49,2.033333333333333,0.9,30.0,12,6,0,0,0,0,0,0,0,0,1.2333333333333334,-0.4,1.1333333333333333,0.2
2010-03-20,16,5,2,0,0,46,32,42,54,1.4,0.9666666666666668,30.0,10,7,0,0,0,0,0,0,0,0,0.1333333333333333,-0.7333333333333333,0.4333333333333333,0.1
2010-03-20,30,19,3,2,0,25,27,51,61,0.6333333333333333,0.8,30.0,4,3,0,0,0,0,0,0,0,0,-0.8666666666666667,-1.1333333333333333,-0.1666666666666666,0.0333333333333333
2010-03-20,36,2,3,1,0,37,30,45,31,1.0333333333333334,1.4666666666666666,30.0,6,7,0,0,0,0,0,0,0,0,-0.2666666666666666,-0.0333333333333333,-0.4333333333333333,-0.0333333333333333
2010-03-20,42,9,1,0,0,27,30,57,61,0.9333333333333332,0.8,30.0,4,1,0,0,0,0,0,0,1,0,-1.0,-1.0333333333333334,0.1333333333333333,0.1
2010-03-21,25,23,2,1,0,70,49,24,30,2.129032258064516,1.6451612903225807,31.0,10,7,0,0,0,0,0,0,0,0,1.4838709677419355,0.6129032258064516,0.4838709677419355,0.0967741935483871
2010-03-24,3,2,2,1,0,32,31,49,34,1.1290322580645162,1.4193548387096775,31.0,7,7,0,0,0,0,0,0,0,0,-0.5483870967741935,-0.0967741935483871,-0.2903225806451613,0.0
2010-03-27,12,1,7,1,0,70,42,28,25,2.096774193548387,1.6451612903225807,31.0,7,9,0,0,0,0,0,0,0,0,1.3548387096774193,0.5483870967741935,0.4516129032258064,-0.064516129032258
2010-03-27,19,17,2,0,0,31,33,64,36,0.84375,1.1875,32.0,3,4,0,0,1,0,0,0,0,0,-1.03125,-0.09375,-0.34375,-0.03125
2010-03-27,38,30,2,0,0,57,28,29,58,1.8125,0.6875,32.0,15,6,1,1,0,0,0,0,0,0,0.875,-0.9375,1.125,0.28125
2010-03-28,23,36,3,0,0,50,41,32,47,1.59375,1.09375,32.0,7,9,0,0,0,0,0,0,0,0,0.5625,-0.1875,0.5,-0.0625
2010-03-29,24,42,3,0,0,58,29,39,59,1.75,0.96875,32.0,10,6,0,0,0,0,0,0,0,0,0.59375,-0.9375,0.78125,0.125
2010-03-04,0,43,1,0,0,73,28,33,50,2.09375,0.96875,32.0,15,7,1,1,0,0,0,0,0,0,1.25,-0.6875,1.125,0.25
2010-03-04,35,19,2,0,0,32,31,35,66,1.2727272727272727,0.8181818181818182,33.0,8,3,0,0,0,0,0,0,1,0,-0.0909090909090909,-1.0606060606060606,0.4545454545454545,0.1515151515151515
2010-03-04,36,38,3,1,0,41,58,50,32,1.0606060606060606,1.7575757575757576,33.0,8,12,0,0,0,0,1,0,0,0,-0.2727272727272727,0.7878787878787878,-0.696969696969697,-0.1212121212121212
2010-04-04,17,42,2,1,0,35,29,37,62,1.2424242424242424,0.9393939393939394,33.0,4,6,0,0,0,0,0,0,0,0,-0.0606060606060606,-1.0,0.303030303030303,-0.0606060606060606
2010-10-04,41,36,1,0,0,38,41,55,50,0.8181818181818182,1.0606060606060606,33.0,0,8,0,0,1,1,0,0,0,0,-0.5151515151515151,-0.2727272727272727,-0.2424242424242424,-0.2424242424242424
2010-11-04,24,2,5,1,0,69,34,41,38,1.8235294117647056,1.3529411764705883,34.0,12,3,0,0,0,0,0,0,0,0,0.8235294117647058,-0.1176470588235294,0.4705882352941176,0.2647058823529412
2010-04-13,12,5,1,0,0,84,36,30,61,2.176470588235294,0.9411764705882352,34.0,13,3,0,0,0,0,0,0,0,0,1.588235294117647,-0.7352941176470589,1.2352941176470589,0.2941176470588235
2010-04-14,38,0,2,1,0,60,75,33,34,1.7941176470588236,2.088235294117647,34.0,12,13,1,0,0,0,1,0,0,0,0.7941176470588235,1.2058823529411764,-0.2941176470588235,-0.0294117647058823
2010-04-17,36,9,2,1,0,44,36,52,72,1.0857142857142856,0.7714285714285715,35.0,7,3,0,0,0,0,0,0,1,0,-0.2285714285714285,-1.0285714285714285,0.3142857142857143,0.1142857142857142
2010-04-17,38,12,2,1,0,62,85,34,30,1.8285714285714283,2.2,35.0,12,13,0,0,0,0,0,0,0,0,0.8,1.5714285714285714,-0.3714285714285714,-0.0285714285714285
2010-04-18,42,0,3,2,0,30,76,64,36,0.9142857142857144,2.0285714285714285,35.0,4,10,0,0,0,0,0,0,0,0,-0.9714285714285714,1.1428571428571428,-1.1142857142857143,-0.1714285714285714
2010-04-19,23,41,3,0,0,54,41,33,57,1.6,0.8857142857142857,35.0,8,4,0,0,0,0,0,0,1,0,0.6,-0.4571428571428571,0.7142857142857143,0.1142857142857142
2010-04-24,25,38,3,1,0,78,63,27,37,2.111111111111111,1.7777777777777777,36.0,10,9,0,0,0,0,0,0,0,0,1.4166666666666667,0.7222222222222222,0.3333333333333333,0.0277777777777777
2010-04-24,41,42,3,2,0,41,33,60,66,0.8611111111111112,0.9722222222222222,36.0,4,7,0,0,0,0,0,0,0,0,-0.5277777777777778,-0.9166666666666666,-0.1111111111111111,-0.0833333333333333
2010-04-25,1,2,1,0,0,50,35,35,43,1.6944444444444444,1.3055555555555556,36.0,10,3,0,0,0,0,0,0,0,0,0.4166666666666667,-0.2222222222222222,0.3888888888888889,0.1944444444444444
2010-04-25,12,35,7,0,0,86,33,32,44,2.138888888888889,1.1944444444444444,36.0,12,7,1,0,0,0,0,0,0,0,1.5,-0.3055555555555556,0.9444444444444444,0.1388888888888889
2010-04-25,16,17,2,1,0,57,36,48,39,1.5,1.1944444444444444,36.0,9,5,0,0,0,0,0,0,0,0,0.25,-0.0833333333333333,0.3055555555555556,0.1111111111111111
2010-01-05,2,9,2,1,0,35,37,43,74,1.3055555555555556,0.75,36.0,3,3,0,0,0,0,0,0,1,0,-0.2222222222222222,-1.0277777777777777,0.5555555555555556,0.0
2010-01-05,24,1,3,1,0,69,50,42,35,1.75,1.6944444444444444,36.0,10,10,1,0,0,0,0,0,0,0,0.75,0.4166666666666667,0.0555555555555555,0.0
2010-01-05,30,43,3,1,0,31,29,64,52,0.6756756756756757,0.945945945945946,37.0,3,4,0,0,0,0,0,0,0,0,-0.8918918918918919,-0.6216216216216216,-0.2702702702702703,-0.027027027027027
2010-01-05,38,5,1,0,0,64,40,37,65,1.8108108108108107,0.972972972972973,37.0,9,4,0,0,0,0,0,0,1,0,0.7297297297297297,-0.6756756756756757,0.8378378378378378,0.1351351351351351
2010-02-05,17,41,3,2,0,39,44,41,62,1.2432432432432432,0.918918918918919,37.0,8,7,0,0,0,0,0,0,0,0,-0.054054054054054,-0.4864864864864865,0.3243243243243243,0.027027027027027
2010-03-05,3,0,2,1,0,38,78,54,39,1.1891891891891893,1.945945945945946,37.0,6,5,0,0,0,0,0,0,0,0,-0.4324324324324324,1.054054054054054,-0.7567567567567568,0.027027027027027
2010-09-05,0,17,4,0,0,79,39,41,42,1.894736842105263,1.2105263157894737,38.0,4,5,0,0,0,0,0,0,0,0,1.0,-0.0789473684210526,0.6842105263157895,-0.0263157894736842
2010-09-05,5,2,2,1,0,40,37,66,45,0.9473684210526316,1.3157894736842106,38.0,4,5,0,0,0,0,0,0,0,0,-0.6842105263157895,-0.2105263157894736,-0.3684210526315789,-0.0263157894736842
2010-09-05,9,38,4,2,0,38,65,80,37,0.7105263157894737,1.8421052631578947,38.0,3,12,0,0,0,0,0,0,0,0,-1.105263157894737,0.7368421052631579,-1.131578947368421,-0.2368421052631578
2010-09-05,12,42,8,0,0,95,37,32,71,2.1842105263157894,0.9473684210526316,38.0,12,5,0,0,0,0,0,0,0,0,1.6578947368421053,-0.8947368421052632,1.236842105263158,0.1842105263157894
2010-09-05,16,30,1,0,0,59,34,49,65,1.5263157894736843,0.7368421052631579,38.0,9,6,0,0,0,0,0,0,0,0,0.2631578947368421,-0.8157894736842105,0.7894736842105263,0.0789473684210526
2010-09-05,25,35,4,0,0,82,34,28,44,2.1578947368421053,1.236842105263158,38.0,10,5,0,0,0,0,0,0,0,0,1.4210526315789471,-0.2631578947368421,0.9210526315789472,0.131578947368421
2010-09-05,43,36,2,1,0,30,47,55,54,0.9210526315789472,1.1578947368421053,38.0,3,9,0,0,0,0,0,0,0,0,-0.6578947368421053,-0.1842105263157894,-0.2368421052631578,-0.1578947368421052
2010-08-14,1,41,3,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-14,3,16,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-14,12,40,6,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-14,43,35,2,1,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-16,25,28,3,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-21,0,4,6,0,0,1,4,1,0,0.5,1.5,2.0,1,3,0,0,0,0,0,0,0,0,0.0,2.0,-1.0,-1.0
2010-08-21,2,3,2,1,0,2,1,2,0,0.5,1.5,2.0,1,3,0,0,0,0,0,0,0,0,0.0,0.5,-1.0,-1.0
2010-08-21,40,36,1,0,0,0,2,6,2,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,-3.0,0.0,-0.5,-0.5
2010-08-22,28,1,6,0,0,0,3,3,0,0.0,1.5,2.0,0,3,0,0,0,0,0,0,0,0,-1.5,1.5,-1.5,-1.5
2010-08-23,24,23,3,0,0,0,1,0,1,0.5,0.5,2.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-08-28,12,35,2,0,0,12,2,0,4,2.0,0.0,3.0,6,0,0,0,0,0,0,0,0,0,4.0,-0.6666666666666666,2.0,2.0
2010-08-28,25,41,3,0,0,5,1,2,6,1.3333333333333333,0.0,3.0,4,0,0,0,0,0,0,0,0,0,1.0,-1.6666666666666667,1.3333333333333333,1.3333333333333333
2010-08-29,1,16,1,0,0,3,1,6,2,1.0,0.3333333333333333,3.0,3,1,0,0,0,0,0,0,0,0,-1.0,-0.3333333333333333,0.6666666666666666,0.6666666666666666
2010-08-29,23,40,1,0,0,1,1,4,6,0.3333333333333333,1.0,3.0,1,3,0,0,0,0,0,0,0,0,-1.0,-1.6666666666666667,-0.6666666666666666,-0.6666666666666666
2010-08-29,36,24,1,0,0,2,3,3,0,0.3333333333333333,1.3333333333333333,3.0,1,4,0,0,0,0,0,0,0,0,-0.3333333333333333,1.0,-1.0,-1.0
2010-11-09,0,5,4,1,0,9,5,2,3,1.75,1.25,4.0,7,5,0,0,0,0,0,0,0,0,1.75,0.5,0.5,0.5
2010-11-09,17,43,2,1,0,4,4,4,3,0.75,1.25,4.0,3,5,0,0,0,0,0,0,0,0,0.0,0.25,-0.5,-0.5
2010-09-13,35,1,2,1,0,2,4,6,6,0.0,1.5,4.0,0,6,0,0,0,0,0,0,0,0,-1.0,-0.5,-1.5,-1.5
2010-09-18,38,43,3,1,0,3,5,3,5,1.0,1.0,5.0,5,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010-09-18,40,2,3,1,0,2,6,8,5,0.8,1.2,5.0,4,6,0,0,0,0,0,0,0,0,-1.2,0.2,-0.4,-0.4
2010-09-19,12,4,4,0,0,17,8,1,8,2.4,1.4,5.0,12,7,0,0,0,0,0,0,0,0,3.2,0.0,1.0,1.0
2010-09-19,25,23,3,2,0,11,2,5,4,1.6,1.0,5.0,8,5,0,0,0,0,0,0,0,0,1.2,-0.4,0.6,0.6
2010-09-25,24,12,1,0,0,6,21,2,1,1.3333333333333333,2.5,6.0,8,15,0,0,0,0,1,1,0,0,0.6666666666666666,3.333333333333333,-1.1666666666666667,-1.1666666666666667
2010-09-25,41,38,1,0,0,3,6,13,4,0.1666666666666666,1.3333333333333333,6.0,1,8,0,0,1,0,0,0,0,0,-1.6666666666666667,0.3333333333333333,-1.1666666666666667,-1.1666666666666667
2010-02-10,35,3,1,0,0,7,7,9,7,1.0,1.1428571428571428,7.0,7,5,0,0,0,0,0,0,0,0,-0.2857142857142857,0.0,-0.1428571428571428,0.2857142857142857
2010-02-10,38,1,2,1,0,6,8,5,10,1.1428571428571428,1.4285714285714286,7.0,7,7,0,0,0,0,0,0,0,0,0.1428571428571428,-0.2857142857142857,-0.2857142857142857,0.0
2010-02-10,42,43,2,0,0,2,7,13,10,0.7142857142857143,0.7142857142857143,7.0,5,2,0,0,0,0,0,0,0,0,-1.5714285714285714,-0.4285714285714285,0.0,0.4285714285714285
2010-03-10,12,0,2,0,0,21,16,2,7,2.142857142857143,1.5714285714285714,7.0,12,10,1,0,0,0,1,0,0,0,2.7142857142857144,1.2857142857142858,0.5714285714285714,0.2857142857142857
2010-03-10,24,28,2,1,0,7,9,2,8,1.5714285714285714,1.0,7.0,10,7,0,0,0,0,0,0,0,0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.4285714285714285
2010-10-16,0,2,2,1,0,16,7,9,10,1.375,0.875,8.0,7,3,0,0,0,0,0,0,0,0,0.875,-0.375,0.5,0.5
2010-10-16,5,35,2,1,0,10,8,11,9,1.0,1.25,8.0,4,10,0,0,0,0,0,0,0,0,-0.125,-0.125,-0.25,-0.75
2010-10-17,16,23,2,0,0,6,7,7,11,0.75,0.75,8.0,5,5,0,0,0,0,0,0,0,0,-0.125,-0.5,0.0,0.0
2010-10-23,2,4,2,0,0,8,13,12,18,0.7777777777777778,1.1111111111111112,9.0,2,6,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.5555555555555556,-0.3333333333333333,-0.4444444444444444
2010-10-23,12,43,2,0,0,23,8,2,13,2.111111111111111,0.6666666666666666,9.0,10,1,0,0,0,0,0,0,1,0,2.333333333333333,-0.5555555555555556,1.4444444444444444,1.0
2010-10-23,36,1,1,0,0,7,9,7,12,1.0,1.2222222222222223,9.0,5,5,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,-0.2222222222222222,0.0
2010-10-23,40,17,2,1,0,11,9,14,9,1.3333333333333333,1.0,9.0,9,6,0,0,0,0,0,0,0,0,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2010-10-24,23,3,2,1,0,7,7,13,8,0.6666666666666666,1.0,9.0,2,6,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.1111111111111111,-0.3333333333333333,-0.4444444444444444
2010-10-30,0,41,1,0,0,21,7,10,17,1.7,0.6,10.0,7,6,0,0,0,0,0,0,0,0,1.1,-1.0,1.1,0.1
2010-10-30,16,35,1,0,0,9,10,8,13,1.0,1.0,10.0,8,7,0,0,0,0,0,0,0,0,0.1,-0.3,0.0,0.1
2010-10-30,17,42,2,0,0,10,7,11,16,0.9,1.0,10.0,3,6,0,0,0,0,0,0,0,0,-0.1,-0.9,-0.1,-0.3
2010-10-30,25,38,2,0,0,20,11,12,8,1.7,1.5,10.0,9,10,0,0,0,0,0,0,0,0,0.8,0.3,0.2,-0.1
2010-10-30,43,24,2,1,0,8,12,15,8,0.6,1.7,10.0,1,12,0,0,1,0,1,0,0,0,-0.7,0.4,-1.1,-1.1
2010-10-31,28,36,5,1,0,14,8,13,7,1.1,1.2,10.0,7,7,0,0,0,0,0,0,0,0,0.1,0.1,-0.1,0.0
2010-01-11,4,40,2,1,0,13,13,20,15,1.0,1.5,10.0,3,11,0,0,0,0,0,0,0,0,-0.7,-0.2,-0.5,-0.8
2010-06-11,3,42,2,1,0,9,7,12,18,0.8181818181818182,0.9090909090909092,11.0,4,6,0,0,0,0,0,0,0,0,-0.2727272727272727,-1.0,-0.0909090909090909,-0.1818181818181818
2010-06-11,5,38,4,2,0,13,11,14,10,1.0909090909090908,1.3636363636363635,11.0,6,7,0,0,0,0,0,0,0,0,-0.0909090909090909,0.0909090909090909,-0.2727272727272727,-0.0909090909090909
2010-06-11,25,43,2,1,0,22,10,12,16,1.818181818181818,0.8181818181818182,11.0,9,4,0,0,0,0,0,0,0,0,0.9090909090909092,-0.5454545454545454,1.0,0.4545454545454545
2010-06-11,36,35,2,0,0,9,10,12,14,1.0909090909090908,0.9090909090909092,11.0,6,6,0,0,0,0,0,0,0,0,-0.2727272727272727,-0.3636363636363636,0.1818181818181818,0.0
2010-07-11,23,12,2,0,0,10,27,14,3,1.0909090909090908,2.272727272727273,11.0,7,10,0,0,0,0,0,0,0,0,-0.3636363636363636,2.1818181818181817,-1.181818181818182,-0.2727272727272727
2010-09-11,35,2,3,2,0,10,12,16,14,0.8333333333333334,1.0,12.0,3,5,0,0,0,0,0,0,0,0,-0.5,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666
2010-10-11,1,4,3,2,0,10,17,14,23,1.0833333333333333,1.1666666666666667,12.0,3,7,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.5,-0.0833333333333333,-0.3333333333333333
2010-10-11,12,17,1,0,0,27,13,5,12,2.083333333333333,1.0833333333333333,12.0,10,5,0,0,0,0,0,0,0,0,1.8333333333333333,0.0833333333333333,1.0,0.4166666666666667
2010-11-13,35,23,2,0,0,13,13,18,15,1.0,1.2307692307692308,13.0,3,10,0,0,1,0,0,0,0,0,-0.3846153846153846,-0.1538461538461538,-0.2307692307692307,-0.5384615384615384
2010-11-13,38,3,4,2,0,14,13,15,14,1.2307692307692308,1.1538461538461535,13.0,5,7,0,0,0,0,0,0,0,0,-0.0769230769230769,-0.0769230769230769,0.0769230769230769,-0.1538461538461538
2010-11-13,42,40,1,0,0,9,16,21,21,0.8461538461538461,1.2307692307692308,13.0,3,5,0,0,0,0,0,0,0,0,-0.9230769230769232,-0.3846153846153846,-0.3846153846153846,-0.1538461538461538
2010-11-20,2,12,1,0,0,14,28,17,8,0.9285714285714286,2.0,14.0,6,9,0,0,0,0,0,0,0,0,-0.2142857142857142,1.4285714285714286,-1.0714285714285714,-0.2142857142857142
2010-11-20,4,43,2,1,0,19,13,26,23,1.0714285714285714,0.6428571428571429,14.0,5,3,0,0,0,0,0,0,0,0,-0.5,-0.7142857142857143,0.4285714285714285,0.1428571428571428
2010-11-20,5,28,5,1,0,21,21,19,16,1.3571428571428572,1.2857142857142858,14.0,8,10,0,0,0,0,1,0,0,0,0.1428571428571428,0.3571428571428571,0.0714285714285714,-0.1428571428571428
2010-11-20,23,41,3,0,0,13,11,17,22,1.1428571428571428,0.6428571428571429,14.0,10,3,1,0,0,0,0,0,0,0,-0.2857142857142857,-0.7857142857142857,0.5,0.5
2010-11-20,25,42,2,0,0,26,10,15,21,1.7857142857142858,1.0,14.0,11,5,1,0,0,0,0,0,0,0,0.7857142857142857,-0.7857142857142857,0.7857142857142857,0.4285714285714285
2010-11-21,3,1,2,0,0,15,15,18,18,1.0714285714285714,1.2142857142857142,14.0,6,6,0,0,0,0,0,0,0,0,-0.2142857142857142,-0.2142857142857142,-0.1428571428571428,0.0
2010-11-27,25,3,7,1,0,28,17,15,18,1.8666666666666667,1.2,15.0,11,9,0,0,0,0,0,0,0,0,0.8666666666666667,-0.0666666666666666,0.6666666666666666,0.1333333333333333
2010-11-27,41,42,3,1,0,11,10,25,23,0.6,0.9333333333333332,15.0,3,4,0,0,0,0,0,0,0,0,-0.9333333333333332,-0.8666666666666667,-0.3333333333333333,-0.0666666666666666
2010-11-27,43,36,3,2,0,14,17,25,15,0.6,1.3333333333333333,15.0,3,8,0,0,0,0,0,0,0,0,-0.7333333333333333,0.1333333333333333,-0.7333333333333333,-0.3333333333333333
2010-11-28,38,23,2,1,0,21,16,19,17,1.4666666666666666,1.2666666666666666,15.0,7,10,0,0,0,0,0,0,0,0,0.1333333333333333,-0.0666666666666666,0.2,-0.2
2010-04-12,0,17,2,1,0,32,15,17,18,1.8125,0.9375,16.0,9,3,0,0,0,0,0,0,0,0,0.9375,-0.1875,0.875,0.375
2010-04-12,3,43,3,0,0,18,17,25,27,1.125,0.75,16.0,9,3,0,0,0,0,0,0,1,0,-0.4375,-0.625,0.375,0.375
2010-04-12,24,5,1,0,0,20,28,12,22,1.625,1.4375,16.0,9,11,0,0,0,0,0,0,0,0,0.5,0.375,0.1875,-0.125
2010-05-12,36,41,1,0,0,19,14,18,26,1.25,0.75,16.0,8,6,0,0,0,0,0,0,0,0,0.0625,-0.75,0.5,0.125
2010-05-12,40,28,3,1,0,20,23,26,22,1.1875,1.1875,16.0,4,5,0,0,0,0,0,0,0,0,-0.375,0.0625,0.0,-0.0625
