Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
2003-11-22,28,24,3,0,0,16,22,18,15,1.2307692307692308,1.3846153846153846,13.0,10,6,1,0,0,0,0,0,0,0,-0.1538461538461538,0.5384615384615384,-0.1538461538461538,0.3076923076923077
2003-11-23,38,1,2,1,0,11,9,16,15,0.9230769230769232,0.8461538461538461,13.0,7,4,0,0,0,0,0,0,0,0,-0.3846153846153846,-0.4615384615384615,0.0769230769230769,0.2307692307692307
2003-11-24,17,30,2,0,0,22,17,18,16,1.3846153846153846,1.1538461538461535,13.0,4,6,0,0,0,0,0,0,0,0,0.3076923076923077,0.0769230769230769,0.2307692307692307,-0.1538461538461538
2003-11-29,1,34,1,0,0,10,10,17,8,0.7857142857142857,1.2142857142857142,14.0,3,5,0,0,0,0,0,0,0,0,-0.5,0.1428571428571428,-0.4285714285714285,-0.1428571428571428
2003-11-29,3,38,1,0,0,18,13,24,17,0.7857142857142857,1.0714285714285714,14.0,3,7,0,0,1,0,0,0,0,0,-0.4285714285714285,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857
2003-11-29,5,16,2,0,0,11,15,19,17,1.0714285714285714,0.9285714285714286,14.0,7,5,0,0,0,0,0,0,0,0,-0.5714285714285714,-0.1428571428571428,0.1428571428571428,0.1428571428571428
2003-11-30,12,25,1,0,0,27,25,9,8,2.2857142857142856,2.2142857142857144,14.0,12,12,0,0,0,0,0,0,0,0,1.2857142857142858,1.2142857142857142,0.0714285714285714,0.0
2003-11-30,23,2,3,1,0,18,11,14,11,1.2857142857142858,1.4285714285714286,14.0,7,5,0,0,0,0,0,0,0,0,0.2857142857142857,0.0,-0.1428571428571428,0.1428571428571428
2003-06-12,17,5,2,1,0,24,13,18,19,1.4666666666666666,1.2,15.0,7,10,0,0,0,0,0,0,0,0,0.4,-0.4,0.2666666666666666,-0.2
2003-06-12,25,1,4,0,0,25,11,9,17,2.066666666666667,0.9333333333333332,15.0,9,5,0,0,0,0,0,0,0,0,1.0666666666666669,-0.4,1.1333333333333333,0.2666666666666666
2003-06-12,38,43,5,2,0,13,9,18,27,1.0,0.7333333333333333,15.0,4,5,0,0,0,0,0,0,0,0,-0.3333333333333333,-1.2,0.2666666666666666,-0.0666666666666666
2003-07-12,34,11,3,2,0,10,20,9,17,1.1333333333333333,1.4666666666666666,15.0,4,8,0,0,0,0,0,0,0,0,0.0666666666666666,0.2,-0.3333333333333333,-0.2666666666666666
2003-12-13,25,24,3,1,0,29,22,9,19,2.125,1.1875,16.0,12,4,1,0,0,0,0,0,0,0,1.25,0.1875,0.9375,0.5
2003-12-13,28,38,4,0,0,21,18,20,20,1.3125,1.125,16.0,6,6,0,0,0,0,0,0,0,0,0.0625,-0.125,0.1875,0.0
2003-12-14,0,3,1,0,0,29,23,11,24,2.1875,1.0625,16.0,11,9,1,0,0,0,0,0,0,0,1.125,-0.0625,1.125,0.125
2003-12-14,1,43,3,2,0,11,11,21,32,0.875,0.6875,16.0,4,2,0,0,0,0,0,0,0,0,-0.625,-1.3125,0.1875,0.125
2003-12-14,21,17,3,2,0,13,26,34,19,0.75,1.5625,16.0,4,7,0,0,1,0,0,0,0,0,-1.3125,0.4375,-0.8125,-0.1875
2003-12-20,16,22,3,2,0,17,23,20,25,1.0,0.9411764705882352,17.0,7,8,0,0,0,0,0,0,0,0,-0.1764705882352941,-0.1176470588235294,0.0588235294117647,-0.0588235294117647
2003-12-21,34,30,3,0,0,15,18,12,22,1.3529411764705883,0.9411764705882352,17.0,7,4,0,0,0,0,0,0,0,0,0.1764705882352941,-0.2352941176470588,0.4117647058823529,0.1764705882352941
2003-12-26,0,43,3,0,0,30,13,11,35,2.235294117647059,0.6470588235294118,17.0,11,2,0,0,0,0,0,0,0,0,1.1176470588235294,-1.2941176470588236,1.588235294117647,0.5294117647058824
2003-12-26,2,24,2,1,0,14,23,18,22,1.3529411764705883,1.1176470588235294,17.0,4,1,0,0,0,0,0,0,1,0,-0.2352941176470588,0.0588235294117647,0.2352941176470588,0.1764705882352941
2003-12-26,11,12,4,2,0,22,31,20,12,1.3333333333333333,2.1666666666666665,18.0,3,10,0,0,0,0,0,0,0,0,0.1111111111111111,1.0555555555555556,-0.8333333333333334,-0.3888888888888889
2003-12-26,17,34,2,0,0,28,18,23,12,1.3888888888888888,1.4444444444444444,18.0,7,9,0,0,0,0,0,0,0,0,0.2777777777777778,0.3333333333333333,-0.0555555555555555,-0.1111111111111111
2003-12-26,23,5,3,1,0,26,17,19,23,1.3888888888888888,1.2222222222222223,18.0,8,10,0,0,0,0,0,0,0,0,0.3888888888888889,-0.3333333333333333,0.1666666666666666,-0.1111111111111111
2003-12-26,25,16,3,2,0,34,20,11,22,2.2222222222222223,1.1111111111111112,18.0,12,10,0,0,0,0,0,0,0,0,1.2777777777777777,-0.1111111111111111,1.1111111111111112,0.1111111111111111
2003-12-26,30,38,2,0,0,18,19,25,26,0.8888888888888888,1.0,18.0,1,6,0,0,0,0,0,0,0,0,-0.3888888888888889,-0.3888888888888889,-0.1111111111111111,-0.2777777777777778
2003-12-28,1,17,3,0,0,16,28,23,23,1.1111111111111112,1.3888888888888888,18.0,9,7,0,0,0,0,0,0,0,0,-0.3888888888888889,0.2777777777777778,-0.2777777777777778,0.1111111111111111
2003-12-28,12,30,3,0,0,33,20,16,25,2.0526315789473686,1.0,19.0,7,4,0,0,0,0,0,0,0,0,0.8947368421052632,-0.2631578947368421,1.0526315789473684,0.1578947368421052
2003-12-28,16,2,1,0,0,22,16,25,20,1.0526315789473684,1.368421052631579,19.0,7,6,0,0,0,0,0,0,0,0,-0.1578947368421052,-0.2105263157894736,-0.3157894736842105,0.0526315789473684
2003-12-28,43,21,3,1,0,16,17,39,37,0.7368421052631579,0.8947368421052632,19.0,4,9,0,0,0,0,0,0,0,0,-1.2105263157894737,-1.0526315789473684,-0.1578947368421052,-0.2631578947368421
2004-06-01,1,30,2,1,0,16,20,23,25,1.105263157894737,1.0,19.0,10,4,0,0,0,0,0,0,0,0,-0.3684210526315789,-0.2631578947368421,0.1052631578947368,0.3157894736842105
2004-07-01,27,17,2,1,0,16,30,19,26,1.2,1.4,20.0,6,6,0,0,0,0,0,0,0,0,-0.15,0.2,-0.2,0.0
2004-07-01,28,21,1,0,0,26,18,22,40,1.3,0.85,20.0,6,6,0,0,0,0,0,0,0,0,0.2,-1.1,0.45,0.0
2004-07-01,38,2,4,1,0,19,17,29,24,0.9,1.3,20.0,3,6,0,0,0,0,0,0,0,0,-0.5,-0.35,-0.4,-0.15
2004-10-01,0,27,4,1,0,35,16,12,19,2.25,1.2,20.0,11,6,0,0,0,0,0,0,0,0,1.15,-0.15,1.05,0.25
2004-10-01,2,34,2,1,0,17,18,24,15,1.3,1.3,20.0,6,9,0,0,0,0,1,0,0,0,-0.35,0.15,0.0,-0.15
2004-10-01,11,43,2,0,0,28,18,23,43,1.4761904761904765,0.7142857142857143,21.0,9,4,0,0,0,0,0,0,0,0,0.238095238095238,-1.1904761904761905,0.7619047619047619,0.238095238095238
2004-10-01,17,16,2,1,0,31,24,28,26,1.3333333333333333,1.1428571428571428,21.0,3,10,0,0,0,0,0,0,0,0,0.1428571428571428,-0.0952380952380952,0.1904761904761904,-0.3333333333333333
2004-10-01,23,1,1,0,0,30,21,21,24,1.5238095238095235,1.2857142857142858,21.0,10,13,0,0,0,0,0,0,0,0,0.4285714285714285,-0.1428571428571428,0.238095238095238,-0.1428571428571428
2004-10-01,30,24,4,2,0,21,28,30,28,0.9047619047619048,1.0476190476190477,21.0,3,3,0,0,0,0,0,0,0,0,-0.4285714285714285,0.0,-0.1428571428571428,0.0
2004-01-17,5,30,1,0,0,21,21,30,30,1.0952380952380951,0.9047619047619048,21.0,5,3,0,0,0,0,0,0,0,0,-0.4285714285714285,-0.4285714285714285,0.1904761904761904,0.0952380952380952
2004-01-17,34,21,2,1,0,19,18,17,42,1.2272727272727273,0.7727272727272727,22.0,4,2,0,0,0,0,0,0,0,0,0.0909090909090909,-1.0909090909090908,0.4545454545454545,0.0909090909090909
2004-01-17,38,23,2,1,0,24,31,30,23,1.0909090909090908,1.4545454545454546,22.0,6,10,0,0,1,0,0,0,0,0,-0.2727272727272727,0.3636363636363636,-0.3636363636363636,-0.1818181818181818
2004-01-17,43,25,1,0,0,19,40,43,14,0.8181818181818182,2.272727272727273,22.0,7,13,0,0,0,0,1,0,0,0,-1.0909090909090908,1.181818181818182,-1.4545454545454546,-0.2727272727272727
2004-01-19,28,17,3,1,0,27,33,22,29,1.3636363636363635,1.4090909090909092,22.0,6,6,0,0,0,0,0,0,0,0,0.2272727272727272,0.1818181818181818,-0.0454545454545454,0.0
2004-01-31,17,38,2,1,0,34,26,32,31,1.3478260869565215,1.173913043478261,23.0,6,9,0,0,0,0,0,0,0,0,0.0869565217391304,-0.217391304347826,0.1739130434782608,-0.1304347826086956
2004-01-31,25,34,3,2,0,40,21,15,18,2.1739130434782608,1.3043478260869563,23.0,10,4,1,0,0,0,0,0,0,0,1.0869565217391304,0.1304347826086956,0.8695652173913043,0.2608695652173913
2004-01-02,0,24,2,1,0,42,31,14,33,2.260869565217391,1.0,23.0,13,3,0,0,0,0,0,0,0,0,1.2173913043478262,-0.0869565217391304,1.2608695652173914,0.4347826086956521
2004-07-02,1,21,2,0,0,21,19,27,44,1.173913043478261,0.7391304347826086,23.0,7,1,0,0,0,0,0,0,0,0,-0.2608695652173913,-1.0869565217391304,0.4347826086956521,0.2608695652173913
2004-07-02,28,22,3,1,0,31,31,24,43,1.4166666666666667,0.8333333333333334,24.0,8,3,0,0,0,0,0,0,0,0,0.2916666666666667,-0.5,0.5833333333333334,0.2083333333333333
2004-07-02,38,30,4,3,0,27,25,33,33,1.125,0.9583333333333334,24.0,9,4,0,0,0,0,0,0,0,0,-0.25,-0.3333333333333333,0.1666666666666666,0.2083333333333333
2004-08-02,12,11,1,0,0,43,32,19,25,2.0416666666666665,1.5416666666666667,24.0,10,10,0,0,0,0,0,0,0,0,1.0,0.2916666666666667,0.5,0.0
2004-10-02,0,34,2,0,0,44,23,15,21,2.2916666666666665,1.25,24.0,13,4,0,0,0,0,0,0,0,0,1.2083333333333333,0.0833333333333333,1.0416666666666667,0.375
2004-10-02,21,43,4,1,0,19,21,49,47,0.68,0.8,25.0,0,5,0,0,1,1,0,0,0,0,-1.2,-1.04,-0.12,-0.2
2004-11-02,2,16,3,0,0,23,28,26,33,1.4,1.0,25.0,9,2,0,0,0,0,0,0,0,0,-0.12,-0.2,0.4,0.28
2004-11-02,23,24,2,1,0,34,32,26,35,1.4,0.96,25.0,6,3,0,0,0,0,0,0,0,0,0.32,-0.12,0.44,0.12
2004-02-21,11,3,3,2,0,34,36,30,40,1.4230769230769231,1.0384615384615383,26.0,6,5,0,0,0,0,0,0,0,0,0.1538461538461538,-0.1538461538461538,0.3846153846153846,0.0384615384615384
2004-02-21,28,27,2,1,0,35,27,26,31,1.4615384615384617,1.1923076923076923,26.0,9,7,0,0,0,0,0,0,0,0,0.3461538461538461,-0.1538461538461538,0.2692307692307692,0.0769230769230769
2004-02-21,43,17,2,1,0,22,37,51,35,0.7692307692307693,1.3461538461538465,26.0,5,7,0,0,0,0,0,0,0,0,-1.1153846153846154,0.0769230769230769,-0.5769230769230769,-0.0769230769230769
2004-02-28,0,11,2,1,0,49,34,16,30,2.3461538461538463,1.4230769230769231,26.0,15,6,1,1,0,0,0,0,0,0,1.2692307692307692,0.1538461538461538,0.9230769230769232,0.3461538461538461
2004-02-28,16,1,2,0,0,31,32,39,30,0.9629629629629628,1.3703703703703705,27.0,2,10,0,0,0,0,0,0,0,0,-0.2962962962962963,0.074074074074074,-0.4074074074074074,-0.2962962962962963
2004-03-03,2,27,3,1,0,28,28,29,34,1.4444444444444444,1.148148148148148,27.0,9,6,0,0,0,0,0,0,0,0,-0.037037037037037,-0.2222222222222222,0.2962962962962963,0.1111111111111111
2004-06-03,2,5,2,0,0,28,32,29,40,1.4444444444444444,1.2592592592592593,27.0,9,8,0,0,0,0,0,0,0,0,-0.037037037037037,-0.2962962962962963,0.1851851851851851,0.037037037037037
2004-09-03,27,38,1,0,0,28,39,34,42,1.148148148148148,1.2592592592592593,27.0,6,10,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.1111111111111111,-0.1111111111111111,-0.1481481481481481
2004-03-13,11,27,1,0,0,38,29,34,34,1.4285714285714286,1.2142857142857142,28.0,3,6,0,0,1,0,0,0,0,0,0.1428571428571428,-0.1785714285714285,0.2142857142857142,-0.1071428571428571
2004-03-13,16,30,1,0,0,33,29,39,41,1.0357142857142858,0.8571428571428571,28.0,5,2,0,0,0,0,0,0,0,0,-0.2142857142857142,-0.4285714285714285,0.1785714285714285,0.1071428571428571
2004-03-13,17,21,2,0,0,39,26,38,53,1.2857142857142858,0.7857142857142857,28.0,5,5,0,0,0,0,0,0,0,0,0.0357142857142857,-0.9642857142857144,0.5,0.0
2004-03-14,24,25,4,1,0,36,51,39,25,0.9642857142857144,2.071428571428572,28.0,4,8,0,0,0,0,0,0,0,0,-0.1071428571428571,0.9285714285714286,-1.1071428571428572,-0.1428571428571428
2004-03-14,34,23,2,0,0,27,38,27,31,1.1785714285714286,1.3928571428571428,28.0,3,6,0,0,0,0,0,0,0,0,0.0,0.25,-0.2142857142857142,-0.1071428571428571
2004-03-14,38,28,1,0,0,39,38,43,28,1.2142857142857142,1.5,28.0,7,9,0,0,0,0,0,0,0,0,-0.1428571428571428,0.3571428571428571,-0.2857142857142857,-0.0714285714285714
2004-03-17,23,30,3,0,0,38,29,31,41,1.3928571428571428,0.8571428571428571,28.0,6,2,0,0,0,0,0,0,0,0,0.25,-0.4285714285714285,0.5357142857142857,0.1428571428571428
2004-03-20,0,5,2,1,0,55,32,18,44,2.413793103448276,1.1724137931034482,29.0,15,2,1,1,0,0,0,0,0,0,1.2758620689655171,-0.4137931034482758,1.2413793103448276,0.4482758620689655
2004-03-20,12,17,2,1,0,50,41,21,38,2.103448275862069,1.3448275862068966,29.0,12,5,0,0,0,0,0,0,0,0,1.0,0.1034482758620689,0.7586206896551724,0.2413793103448276
2004-03-20,23,43,1,0,0,41,24,31,56,1.4482758620689655,0.8275862068965517,29.0,8,4,0,0,0,0,0,0,0,0,0.3448275862068966,-1.103448275862069,0.6206896551724138,0.1379310344827586
2004-03-20,25,38,3,0,0,52,40,29,43,2.0,1.2758620689655171,29.0,5,10,0,0,0,0,0,0,0,0,0.7931034482758621,-0.1034482758620689,0.7241379310344828,-0.1724137931034483
2004-03-20,27,2,5,3,0,29,30,35,30,1.1724137931034482,1.4482758620689655,29.0,6,10,0,0,0,0,0,0,0,0,-0.2068965517241379,0.0,-0.2758620689655172,-0.1379310344827586
2004-03-20,28,11,3,1,0,38,39,29,34,1.4482758620689655,1.4827586206896552,29.0,8,6,0,0,0,0,0,0,0,0,0.3103448275862069,0.1724137931034483,-0.0344827586206896,0.0689655172413793
2004-03-21,30,34,1,0,0,29,29,44,27,0.8275862068965517,1.2413793103448276,29.0,1,6,0,0,0,0,0,0,0,0,-0.5172413793103449,0.0689655172413793,-0.4137931034482758,-0.1724137931034483
2004-03-22,21,24,2,1,0,26,40,55,40,0.7586206896551724,1.0344827586206895,29.0,5,7,0,0,0,0,0,0,0,0,-1.0,0.0,-0.2758620689655172,-0.0689655172413793
2004-03-27,2,21,4,1,0,33,28,35,56,1.4,0.8333333333333334,30.0,7,8,0,0,0,0,0,0,0,0,-0.0666666666666666,-0.9333333333333332,0.5666666666666667,-0.0333333333333333
2004-03-27,12,43,5,2,0,52,24,22,57,2.1333333333333333,0.8,30.0,12,4,0,0,0,0,0,0,0,0,1.0,-1.1,1.3333333333333333,0.2666666666666666
2004-03-27,34,38,1,0,0,29,40,28,46,1.2,1.2333333333333334,30.0,5,7,0,0,0,0,0,0,0,0,0.0333333333333333,-0.2,-0.0333333333333333,-0.0666666666666666
2004-03-28,5,28,1,0,0,33,41,46,30,1.1333333333333333,1.5,30.0,1,8,0,0,0,0,0,0,0,0,-0.4333333333333333,0.3666666666666666,-0.3666666666666666,-0.2333333333333333
2004-03-04,27,5,2,0,0,35,34,39,46,1.2258064516129032,1.1935483870967742,31.0,7,3,0,0,0,0,0,0,1,0,-0.1290322580645161,-0.3870967741935484,0.032258064516129,0.1290322580645161
2004-03-04,28,16,4,2,0,41,36,31,41,1.4516129032258065,1.096774193548387,31.0,7,9,0,0,0,0,0,0,0,0,0.3225806451612903,-0.1612903225806451,0.3548387096774194,-0.064516129032258
2004-04-04,23,3,4,0,0,42,42,31,48,1.4838709677419355,1.0,31.0,8,4,0,0,0,0,0,0,0,0,0.3548387096774194,-0.1935483870967742,0.4838709677419355,0.1290322580645161
2004-05-04,21,22,3,2,0,29,39,60,52,0.8064516129032258,0.9032258064516128,31.0,5,7,0,0,0,0,0,0,0,0,-1.0,-0.4193548387096774,-0.0967741935483871,-0.064516129032258
2004-09-04,0,23,4,2,0,58,42,20,31,2.3870967741935485,1.4838709677419355,31.0,13,8,1,0,0,0,0,0,0,0,1.2258064516129032,0.3548387096774194,0.9032258064516128,0.1612903225806451
2004-09-04,16,38,3,1,0,36,40,41,47,1.096774193548387,1.1935483870967742,31.0,9,4,0,0,0,0,0,0,0,0,-0.1612903225806451,-0.2258064516129032,-0.0967741935483871,0.1612903225806451
2004-12-04,1,12,3,2,0,39,58,36,24,1.375,2.1875,32.0,7,15,0,0,0,0,1,1,0,0,0.09375,1.0625,-0.8125,-0.25
2004-12-04,27,34,3,1,0,37,35,39,32,1.2727272727272727,1.2727272727272727,33.0,8,9,0,0,0,0,0,0,0,0,-0.0606060606060606,0.0909090909090909,0.0,-0.0303030303030303
2004-12-04,30,2,3,1,0,36,38,47,38,1.0303030303030305,1.393939393939394,33.0,10,4,0,0,0,0,0,0,0,0,-0.3333333333333333,0.0,-0.3636363636363636,0.1818181818181818
2004-04-13,25,22,1,0,0,59,41,31,57,2.060606060606061,0.8484848484848485,33.0,10,5,0,0,0,0,0,0,0,0,0.8484848484848485,-0.4848484848484848,1.2121212121212122,0.1515151515151515
2004-04-16,0,21,5,0,0,62,34,22,63,2.363636363636364,0.9393939393939394,33.0,11,9,0,0,0,0,0,0,0,0,1.2121212121212122,-0.8787878787878788,1.4242424242424243,0.0606060606060606
2004-04-17,3,22,1,0,0,43,41,54,57,0.9393939393939394,0.8484848484848485,33.0,3,5,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.4848484848484848,0.0909090909090909,-0.0606060606060606
2004-04-17,5,38,2,0,0,36,41,50,51,1.1515151515151516,1.121212121212121,33.0,4,3,0,0,0,0,0,0,0,0,-0.4242424242424242,-0.303030303030303,0.0303030303030303,0.0303030303030303
2004-04-17,30,25,1,0,0,37,59,47,32,1.088235294117647,2.0,34.0,13,10,0,0,0,0,0,0,0,0,-0.2941176470588235,0.7941176470588235,-0.9117647058823528,0.088235294117647
2004-04-17,43,27,2,0,0,31,40,71,40,0.7352941176470589,1.3235294117647058,34.0,1,11,0,0,1,0,0,0,0,0,-1.1764705882352942,0.0,-0.5882352941176471,-0.2941176470588235
2004-04-20,25,11,2,0,0,59,44,32,41,2.0,1.411764705882353,34.0,10,5,0,0,0,0,0,0,0,0,0.7941176470588235,0.088235294117647,0.5882352941176471,0.1470588235294117
2004-04-24,17,11,2,0,0,47,44,44,41,1.2941176470588236,1.411764705882353,34.0,5,5,0,0,0,0,0,0,0,0,0.088235294117647,0.088235294117647,-0.1176470588235294,0.0
2004-04-25,28,12,2,1,0,47,60,34,27,1.5142857142857142,2.057142857142857,35.0,8,8,0,0,0,0,0,0,0,0,0.3714285714285714,0.9428571428571428,-0.5428571428571428,0.0
2004-01-05,3,25,1,0,0,48,61,57,32,1.0571428571428572,2.0285714285714285,35.0,6,10,0,0,1,0,0,0,0,0,-0.2571428571428571,0.8285714285714286,-0.9714285714285714,-0.1142857142857142
2004-01-05,12,34,4,0,0,61,39,29,39,2.0,1.25,36.0,5,6,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.75,-0.0277777777777777
2004-01-05,24,28,1,0,0,48,47,51,35,0.9722222222222222,1.4722222222222223,36.0,4,8,0,0,0,0,0,0,0,0,-0.0833333333333333,0.3333333333333333,-0.5,-0.1111111111111111
2004-01-05,43,16,2,1,0,35,42,73,48,0.8055555555555556,1.0833333333333333,36.0,5,5,0,0,0,0,0,0,0,0,-1.0555555555555556,-0.1666666666666666,-0.2777777777777778,0.0
2004-02-05,1,38,1,0,0,46,44,41,56,1.4444444444444444,1.0833333333333333,36.0,9,2,0,0,0,0,0,0,0,0,0.1388888888888889,-0.3333333333333333,0.3611111111111111,0.1944444444444444
2004-02-05,5,21,4,1,0,42,36,52,71,1.3055555555555556,0.8888888888888888,36.0,10,7,0,0,0,0,0,0,0,0,-0.2777777777777778,-0.9722222222222222,0.4166666666666667,0.0833333333333333
2004-02-05,23,27,2,0,0,49,41,36,44,1.4722222222222223,1.25,36.0,7,7,0,0,0,0,0,0,0,0,0.3611111111111111,-0.0833333333333333,0.2222222222222222,0.0
2004-08-05,22,30,3,1,0,44,41,62,50,0.8108108108108109,1.135135135135135,37.0,2,11,0,0,1,0,1,0,0,0,-0.4864864864864865,-0.2432432432432432,-0.3243243243243243,-0.2432432432432432
2004-08-05,27,24,2,1,0,41,49,46,51,1.2162162162162162,1.027027027027027,37.0,4,6,0,0,0,0,0,0,0,0,-0.1351351351351351,-0.054054054054054,0.1891891891891892,-0.054054054054054
2004-08-05,38,3,1,0,0,44,50,57,57,1.054054054054054,1.162162162162162,37.0,2,12,0,0,0,0,0,0,0,0,-0.3513513513513513,-0.1891891891891892,-0.1081081081081081,-0.2702702702702703
2004-05-15,0,22,2,1,0,71,47,25,63,2.289473684210526,0.868421052631579,38.0,9,5,0,0,0,0,0,0,0,0,1.2105263157894737,-0.4210526315789473,1.4210526315789471,0.1052631578947368
2004-05-15,11,34,2,1,0,49,43,50,43,1.3157894736842106,1.236842105263158,38.0,3,5,0,0,0,0,0,0,0,0,-0.0263157894736842,0.0,0.0789473684210526,-0.0526315789473684
2004-05-15,12,21,1,0,0,66,40,30,78,2.0,0.868421052631579,38.0,5,2,0,0,0,0,0,0,0,0,0.9473684210526316,-1.0,1.131578947368421,0.0789473684210526
2004-05-15,24,16,5,1,0,50,44,53,52,1.0,1.0263157894736843,38.0,5,2,0,0,0,0,0,0,0,0,-0.0789473684210526,-0.2105263157894736,-0.0263157894736842,0.0789473684210526
2004-05-15,30,27,5,1,0,42,43,53,47,1.105263157894737,1.263157894736842,38.0,8,6,0,0,0,0,0,0,0,0,-0.2894736842105263,-0.1052631578947368,-0.1578947368421052,0.0526315789473684
2004-08-14,1,34,2,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2004-08-14,5,11,4,1,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2004-08-15,12,25,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2004-08-21,11,30,2,1,0,1,1,4,1,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,-1.5,0.0,-0.5,-0.5
2004-08-21,17,5,2,0,0,1,4,1,1,0.5,1.5,2.0,1,3,0,0,0,0,0,0,0,0,0.0,1.5,-1.0,-1.0
2004-08-21,23,24,2,1,0,1,1,1,1,0.5,0.5,2.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2004-08-21,25,29,2,1,0,0,1,1,1,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,-0.5,0.0,-0.5,-0.5
2004-08-21,34,3,3,2,0,0,1,2,1,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,-1.0,0.0,-0.5,-0.5
2004-08-22,0,27,5,3,0,4,2,1,2,1.5,0.5,2.0,3,1,0,0,0,0,0,0,0,0,1.5,0.0,1.0,1.0
2004-08-24,2,24,1,0,0,1,2,2,3,0.3333333333333333,0.3333333333333333,3.0,1,1,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.3333333333333333,0.0,0.0
2004-08-25,0,3,3,0,0,9,3,4,4,2.0,0.3333333333333333,3.0,6,1,0,0,0,0,0,0,0,0,1.6666666666666667,-0.3333333333333333,1.6666666666666667,1.6666666666666667
2004-08-25,11,1,3,0,0,3,3,5,1,1.0,1.3333333333333333,3.0,3,4,0,0,0,0,0,0,0,0,-0.6666666666666666,0.6666666666666666,-0.3333333333333333,-0.3333333333333333
2004-08-28,1,28,4,2,0,3,2,1,3,1.3333333333333333,0.3333333333333333,3.0,4,1,0,0,0,0,0,0,0,0,0.6666666666666666,-0.3333333333333333,1.0,1.0
2004-08-28,12,34,2,1,0,4,4,0,6,2.25,0.75,4.0,9,3,0,0,0,0,0,0,0,0,1.0,-0.5,1.5,1.5
2004-08-28,16,40,2,1,0,6,3,6,3,1.5,0.75,4.0,6,3,0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.75
2004-08-28,24,11,4,0,0,2,6,4,5,0.25,1.5,4.0,1,6,0,0,0,0,0,0,0,0,-0.5,0.25,-1.25,-1.25
2004-08-28,27,14,2,1,0,7,2,7,6,1.0,0.25,4.0,4,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.75,0.75
2004-08-28,38,2,1,0,0,3,2,2,2,1.25,1.0,4.0,5,4,0,0,0,0,0,0,0,0,0.25,0.0,0.25,0.25
2004-08-29,5,23,1,0,0,6,3,4,3,1.5,1.0,4.0,6,4,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.5
2004-08-30,30,17,4,3,0,6,3,6,3,1.0,1.0,4.0,4,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2004-11-09,23,40,3,0,0,6,4,3,5,1.4,0.6,5.0,7,3,0,0,0,0,0,0,0,0,0.6,-0.2,0.8,0.8
2004-11-09,27,2,2,1,0,9,2,8,3,1.4,0.8,5.0,7,4,0,0,0,0,0,0,0,0,0.2,-0.2,0.6,0.6
2004-11-09,28,3,3,0,0,6,4,9,8,0.4,0.4,5.0,2,2,0,0,0,0,0,0,0,0,-0.6,-0.8,0.0,0.0
2004-11-09,30,14,3,1,0,9,3,7,8,1.4,0.2,5.0,7,1,0,0,0,0,0,0,0,0,0.4,-1.0,1.2,1.2
2004-09-18,3,30,1,0,0,4,9,11,8,0.3333333333333333,1.1666666666666667,6.0,2,7,0,0,0,0,0,0,0,0,-1.1666666666666667,0.1666666666666666,-0.8333333333333334,-0.8333333333333334
2004-09-19,16,27,1,0,0,7,11,6,9,1.6666666666666667,1.6666666666666667,6.0,10,10,0,0,0,0,0,0,0,0,0.1666666666666666,0.3333333333333333,0.0,0.0
2004-09-20,25,23,2,1,0,5,7,5,5,1.0,1.1666666666666667,6.0,6,7,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,-0.1666666666666666,-0.1666666666666666
2004-09-25,17,34,1,0,0,7,6,11,10,0.7142857142857143,0.5714285714285714,7.0,4,4,0,0,0,0,0,0,0,0,-0.5714285714285714,-0.5714285714285714,0.1428571428571428,0.0
2004-09-25,23,29,3,0,0,10,5,5,9,1.4285714285714286,0.5714285714285714,7.0,9,3,0,0,0,0,0,0,0,0,0.7142857142857143,-0.5714285714285714,0.8571428571428571,0.8571428571428571
