HomeTeam,AwayTeam,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,Year,Month,Day
Fulham,West Ham,NH,16,15,20,30,0.8888888888888888,0.6666666666666666,18.0,3,4,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.8333333333333334,0.2222222222222222,-0.0555555555555555,2010,12,26
Man United,Sunderland,H,38,20,16,18,2.055555555555556,1.3333333333333333,18.0,13,8,0,0,0,0,0,0,0,0,1.2222222222222223,0.1111111111111111,0.7222222222222222,0.2777777777777778,2010,12,26
Newcastle,Man City,NH,27,24,26,13,1.2222222222222223,1.7777777777777777,18.0,5,11,0,0,0,0,0,0,0,0,0.0555555555555555,0.6111111111111112,-0.5555555555555556,-0.3333333333333333,2010,12,26
Wolves,Wigan,NH,18,13,30,28,0.8333333333333334,0.8888888888888888,18.0,6,5,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.8333333333333334,-0.0555555555555555,0.0555555555555555,2010,12,26
Arsenal,Chelsea,H,34,31,19,12,1.7777777777777777,1.7222222222222223,18.0,9,3,0,0,0,0,0,0,0,0,0.8333333333333334,1.0555555555555556,0.0555555555555555,0.3333333333333333,2010,12,27
Birmingham,Man United,NH,18,39,21,17,1.0,2.0,19.0,6,13,0,0,0,0,1,0,0,0,-0.1578947368421052,1.1578947368421053,-1.0,-0.3684210526315789,2010,12,28
Man City,Aston Villa,H,25,20,15,30,1.6842105263157894,1.0526315789473684,19.0,10,3,0,0,0,0,0,0,1,0,0.5263157894736842,-0.5263157894736842,0.631578947368421,0.3684210526315789,2010,12,28
Stoke,Fulham,NH,23,17,22,23,1.263157894736842,0.8421052631578947,19.0,8,2,0,0,0,0,0,0,0,0,0.0526315789473684,-0.3157894736842105,0.4210526315789473,0.3157894736842105,2010,12,28
Sunderland,Blackpool,NH,21,26,18,30,1.4210526315789471,1.3157894736842106,19.0,8,10,0,0,0,0,0,0,0,0,0.1578947368421052,-0.2105263157894736,0.1052631578947368,-0.1052631578947368,2010,12,28
Tottenham,Newcastle,H,27,28,23,29,1.5789473684210529,1.1578947368421053,19.0,11,4,0,0,0,0,0,0,0,0,0.2105263157894736,-0.0526315789473684,0.4210526315789473,0.3684210526315789,2010,12,28
West Brom,Blackburn,NH,24,23,31,28,1.1578947368421053,1.1578947368421053,19.0,6,7,0,0,0,0,0,0,0,0,-0.3684210526315789,-0.2631578947368421,0.0,-0.0526315789473684,2010,12,28
West Ham,Everton,NH,16,20,31,21,0.6842105263157895,1.105263157894737,19.0,4,6,0,0,0,0,0,0,0,0,-0.7894736842105263,-0.0526315789473684,-0.4210526315789473,-0.1052631578947368,2010,12,28
Chelsea,Bolton,H,32,30,15,25,1.631578947368421,1.368421052631579,19.0,3,7,0,0,0,0,0,0,0,0,0.8947368421052632,0.2631578947368421,0.2631578947368421,-0.2105263157894736,2010,12,29
Liverpool,Wolves,NH,21,19,23,32,1.1578947368421053,0.7894736842105263,19.0,6,6,0,0,0,0,0,0,0,0,-0.1052631578947368,-0.6842105263157895,0.3684210526315789,0.0,2010,12,29
Wigan,Arsenal,NH,15,37,29,20,1.0,1.8421052631578947,19.0,5,9,0,0,0,0,0,0,0,0,-0.7368421052631579,0.8947368421052632,-0.8421052631578947,-0.2105263157894736,2010,12,29
Birmingham,Arsenal,NH,18,39,24,22,0.95,1.8,20.0,3,10,0,0,0,0,0,0,0,0,-0.3,0.85,-0.85,-0.35,2011,1,1
Liverpool,Bolton,H,23,32,24,25,1.25,1.45,20.0,6,7,0,0,0,0,0,0,0,0,-0.05,0.35,-0.2,-0.05,2011,1,1
Man City,Blackpool,H,28,27,16,32,1.75,1.25,20.0,10,7,0,0,0,0,0,0,0,0,0.6,-0.25,0.5,0.15,2011,1,1
Stoke,Everton,H,23,21,24,22,1.2,1.1,20.0,5,6,0,0,0,0,0,0,0,0,-0.05,-0.05,0.1,-0.05,2011,1,1
Sunderland,Blackburn,H,21,23,20,30,1.35,1.1,20.0,7,4,0,0,0,0,0,0,0,0,0.05,-0.35,0.25,0.15,2011,1,1
Tottenham,Fulham,H,29,19,23,23,1.65,0.95,20.0,11,5,0,0,0,0,0,0,0,0,0.3,-0.2,0.7,0.3,2011,1,1
West Brom,Man United,NH,25,41,34,18,1.1,2.05,20.0,6,13,0,0,0,0,1,0,0,0,-0.45,1.15,-0.95,-0.35,2011,1,1
West Ham,Wolves,H,19,20,32,32,0.8,0.9,20.0,7,9,0,0,0,0,0,0,0,0,-0.65,-0.6,-0.1,-0.1,2011,1,1
Chelsea,Aston Villa,NH,33,20,15,34,1.7,1.0,20.0,6,3,0,0,0,0,0,0,0,0,0.9,-0.7,0.7,0.15,2011,2,1
Wigan,Newcastle,NH,17,28,31,31,1.0,1.1,20.0,6,4,0,0,0,0,0,0,0,0,-0.7,-0.15,-0.1,0.1,2011,2,1
Blackpool,Birmingham,NH,29,20,33,25,1.3333333333333333,1.0476190476190477,21.0,9,5,0,0,0,0,0,0,0,0,-0.1904761904761904,-0.238095238095238,0.2857142857142857,0.1904761904761904,2011,4,1
Fulham,West Brom,H,19,26,24,36,0.9047619047619048,1.0476190476190477,21.0,4,3,0,0,0,0,0,0,0,0,-0.238095238095238,-0.4761904761904761,-0.1428571428571428,0.0476190476190476,2011,4,1
Man United,Stoke,H,43,25,19,24,2.095238095238096,1.2857142857142858,21.0,13,7,0,0,0,0,0,0,0,0,1.1428571428571428,0.0476190476190476,0.8095238095238095,0.2857142857142857,2011,4,1
Arsenal,Man City,NH,42,32,22,16,1.8571428571428568,1.809523809523809,21.0,10,12,0,0,0,0,0,0,0,0,0.9523809523809524,0.7619047619047619,0.0476190476190476,-0.0952380952380952,2011,5,1
Aston Villa,Sunderland,NH,23,21,37,22,1.0,1.2857142857142858,21.0,4,7,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.0476190476190476,-0.2857142857142857,-0.1428571428571428,2011,5,1
Blackburn,Liverpool,H,26,24,31,27,1.1904761904761905,1.1904761904761905,21.0,7,6,0,0,0,0,0,0,0,0,-0.238095238095238,-0.1428571428571428,0.0,0.0476190476190476,2011,5,1
Bolton,Wigan,NH,32,17,26,32,1.380952380952381,0.9523809523809524,21.0,6,6,0,0,0,0,0,0,0,0,0.2857142857142857,-0.7142857142857143,0.4285714285714285,0.0,2011,5,1
Everton,Tottenham,H,21,30,24,23,1.0476190476190477,1.7142857142857142,21.0,6,11,0,0,0,0,0,0,0,0,-0.1428571428571428,0.3333333333333333,-0.6666666666666666,-0.238095238095238,2011,5,1
Newcastle,West Ham,H,29,20,31,33,1.1904761904761905,0.8095238095238095,21.0,6,5,0,0,0,0,0,0,0,0,-0.0952380952380952,-0.6190476190476191,0.3809523809523809,0.0476190476190476,2011,5,1
Wolves,Chelsea,H,20,36,34,18,0.8571428571428571,1.6666666666666667,21.0,6,6,0,0,0,0,0,0,0,0,-0.6666666666666666,0.8571428571428571,-0.8095238095238095,0.0,2011,5,1
Blackpool,Liverpool,H,31,25,36,29,1.2727272727272727,1.1363636363636365,22.0,6,3,0,0,0,0,0,0,0,0,-0.2272727272727272,-0.1818181818181818,0.1363636363636363,0.1363636363636363,2011,12,1
Chelsea,Blackburn,H,36,26,19,34,1.5909090909090908,1.1363636363636365,22.0,5,4,0,0,0,0,0,0,0,0,0.7727272727272727,-0.3636363636363636,0.4545454545454545,0.0454545454545454,2011,1,15
Man City,Wolves,H,33,21,16,34,1.8636363636363635,0.9545454545454546,22.0,12,9,0,0,0,0,0,0,0,0,0.7727272727272727,-0.5909090909090909,0.9090909090909092,0.1363636363636363,2011,1,15
Stoke,Bolton,H,26,33,26,28,1.2272727272727273,1.318181818181818,22.0,6,6,0,0,0,0,0,0,0,0,0.0,0.2272727272727272,-0.0909090909090909,0.0,2011,1,15
West Brom,Blackpool,H,26,31,39,36,1.0,1.2727272727272727,22.0,0,6,0,0,1,1,0,0,0,0,-0.5909090909090909,-0.2272727272727272,-0.2727272727272727,-0.2727272727272727,2011,1,15
West Ham,Arsenal,NH,22,42,33,22,0.9090909090909092,1.818181818181818,22.0,8,8,0,0,0,0,0,0,0,0,-0.5,0.9090909090909092,-0.9090909090909092,0.0,2011,1,15
Wigan,Fulham,NH,18,22,33,24,0.9545454545454546,1.0,22.0,6,7,0,0,0,0,0,0,0,0,-0.6818181818181818,-0.0909090909090909,-0.0454545454545454,-0.0454545454545454,2011,1,15
Birmingham,Aston Villa,NH,21,23,26,38,1.0454545454545454,0.9545454545454546,22.0,5,4,0,0,0,0,0,0,0,0,-0.2272727272727272,-0.6818181818181818,0.0909090909090909,0.0454545454545454,2011,1,16
Liverpool,Everton,NH,25,23,29,25,1.1363636363636365,1.1363636363636365,22.0,3,8,0,0,0,0,0,0,0,0,-0.1818181818181818,-0.0909090909090909,0.0,-0.2272727272727272,2011,1,16
Sunderland,Newcastle,NH,24,34,22,31,1.3636363636363635,1.2727272727272727,22.0,7,9,0,0,0,0,0,0,0,0,0.0909090909090909,0.1363636363636363,0.0909090909090909,-0.0909090909090909,2011,1,16
Tottenham,Man United,NH,31,48,25,19,1.608695652173913,2.0869565217391304,23.0,10,11,1,0,0,0,0,0,0,0,0.2608695652173913,1.2608695652173914,-0.4782608695652174,-0.0434782608695652,2011,1,16
Arsenal,Wigan,H,45,19,22,34,1.8695652173913044,0.9565217391304348,23.0,11,6,0,0,0,0,0,0,0,0,1.0,-0.6521739130434783,0.9130434782608696,0.217391304347826,2011,1,22
Aston Villa,Man City,H,24,33,39,16,0.9565217391304348,1.826086956521739,23.0,2,10,0,0,0,0,0,0,0,0,-0.6521739130434783,0.7391304347826086,-0.8695652173913043,-0.3478260869565217,2011,1,22
Blackpool,Sunderland,NH,32,25,38,22,1.2173913043478262,1.434782608695652,23.0,3,9,0,0,0,0,0,0,0,0,-0.2608695652173913,0.1304347826086956,-0.217391304347826,-0.2608695652173913,2011,1,22
Everton,West Ham,NH,25,22,27,38,1.1304347826086956,0.8695652173913043,23.0,8,8,0,0,0,0,0,0,0,0,-0.0869565217391304,-0.6956521739130435,0.2608695652173913,0.0,2011,1,22
Fulham,Stoke,H,23,28,25,26,1.0,1.3043478260869563,23.0,7,9,0,0,0,0,0,0,0,0,-0.0869565217391304,0.0869565217391304,-0.3043478260869565,-0.0869565217391304,2011,1,22
Man United,Birmingham,H,48,21,19,31,2.0869565217391304,1.0,23.0,11,5,0,0,0,0,0,0,0,0,1.2608695652173914,-0.4347826086956521,1.0869565217391304,0.2608695652173913,2011,1,22
Newcastle,Tottenham,NH,35,31,32,25,1.2608695652173914,1.608695652173913,23.0,7,10,0,0,0,0,1,0,0,0,0.1304347826086956,0.2608695652173913,-0.3478260869565217,-0.1304347826086956,2011,1,22
Wolves,Liverpool,NH,24,27,38,31,0.9130434782608696,1.1304347826086956,23.0,6,4,0,0,0,0,0,0,0,0,-0.6086956521739131,-0.1739130434782608,-0.217391304347826,0.0869565217391304,2011,1,22
Blackburn,West Brom,H,29,29,35,41,1.2173913043478262,1.0869565217391304,23.0,7,3,0,0,0,0,0,0,1,0,-0.2608695652173913,-0.5217391304347826,0.1304347826086956,0.1739130434782608,2011,1,23
Bolton,Chelsea,NH,34,42,31,19,1.25,1.7083333333333333,24.0,4,10,0,0,0,0,0,0,0,0,0.125,0.9583333333333334,-0.4583333333333333,-0.25,2011,1,24
Blackpool,Man United,NH,34,51,41,21,1.1666666666666667,2.125,24.0,3,13,0,0,0,0,0,0,0,0,-0.2916666666666667,1.25,-0.9583333333333334,-0.4166666666666667,2011,1,25
Wigan,Aston Villa,NH,19,25,37,39,0.9166666666666666,1.0416666666666667,24.0,3,5,0,0,0,0,0,0,0,0,-0.75,-0.5833333333333334,-0.125,-0.0833333333333333,2011,1,25
Liverpool,Fulham,H,30,25,31,25,1.2083333333333333,1.0833333333333333,24.0,7,10,0,0,0,0,0,0,0,0,-0.0416666666666666,0.0,0.125,-0.125,2011,1,26
Arsenal,Everton,H,48,27,22,29,1.9166666666666667,1.125,24.0,11,6,0,0,0,0,0,0,0,0,1.0833333333333333,-0.0833333333333333,0.7916666666666666,0.2083333333333333,2011,1,2
Man United,Aston Villa,H,51,25,21,39,2.125,1.0416666666666667,24.0,13,5,0,0,0,0,0,0,0,0,1.25,-0.5833333333333334,1.0833333333333333,0.3333333333333333,2011,1,2
Sunderland,Chelsea,NH,26,42,23,19,1.4166666666666667,1.7083333333333333,24.0,7,10,0,0,0,0,0,0,0,0,0.125,0.9583333333333334,-0.2916666666666667,-0.125,2011,1,2
West Brom,Wigan,NH,29,19,43,37,1.0416666666666667,0.9166666666666666,24.0,3,3,0,0,1,0,0,0,0,0,-0.5833333333333334,-0.75,0.125,0.0,2011,1,2
Birmingham,Man City,NH,23,37,33,19,1.0,1.875,24.0,5,13,0,0,0,0,1,0,0,0,-0.4166666666666667,0.75,-0.875,-0.3333333333333333,2011,2,2
Blackburn,Tottenham,NH,29,32,37,26,1.1666666666666667,1.5833333333333333,24.0,6,8,0,0,0,0,0,0,0,0,-0.3333333333333333,0.25,-0.4166666666666667,-0.0833333333333333,2011,2,2
Blackpool,West Ham,NH,35,24,44,43,1.12,0.84,25.0,3,5,0,0,0,0,0,0,0,0,-0.36,-0.76,0.28,-0.08,2011,2,2
Bolton,Wolves,H,34,24,35,42,1.2,0.84,25.0,1,3,0,0,0,0,0,0,0,0,-0.04,-0.72,0.36,-0.08,2011,2,2
Fulham,Newcastle,H,25,36,26,34,1.04,1.2,25.0,7,8,0,0,0,0,0,0,0,0,-0.04,0.08,-0.16,-0.04,2011,2,2
Liverpool,Stoke,H,31,28,31,30,1.28,1.2,25.0,7,6,0,0,0,0,0,0,0,0,0.0,-0.08,0.08,0.04,2011,2,2
Aston Villa,Fulham,NH,27,25,40,26,1.12,1.04,25.0,8,7,0,0,0,0,0,0,0,0,-0.52,-0.04,0.08,0.04,2011,5,2
Everton,Blackpool,H,28,35,31,44,1.08,1.12,25.0,5,3,0,0,0,0,0,0,0,0,-0.12,-0.36,-0.04,0.08,2011,5,2
Man City,West Brom,H,37,31,20,45,1.8,1.04,25.0,10,4,0,0,0,0,0,0,0,0,0.68,-0.56,0.76,0.24,2011,5,2
Newcastle,Arsenal,NH,36,50,34,23,1.2,1.96,25.0,8,13,0,0,0,0,0,0,0,0,0.08,1.08,-0.76,-0.2,2011,5,2
Stoke,Sunderland,H,28,28,30,24,1.2,1.48,25.0,6,10,0,0,0,0,0,0,0,0,-0.08,0.16,-0.28,-0.16,2011,5,2
Tottenham,Bolton,H,33,34,26,35,1.64,1.2,25.0,8,1,0,0,0,0,0,0,0,0,0.28,-0.04,0.44,0.28,2011,5,2
Wigan,Blackburn,H,22,31,41,38,0.8846153846153846,1.1923076923076923,26.0,3,6,0,0,0,0,0,0,0,0,-0.7307692307692307,-0.2692307692307692,-0.3076923076923077,-0.1153846153846153,2011,5,2
Wolves,Man United,H,26,55,43,24,0.9230769230769232,2.076923076923077,26.0,6,10,0,0,0,0,0,0,0,0,-0.6538461538461539,1.1923076923076923,-1.1538461538461535,-0.1538461538461538,2011,5,2
Chelsea,Liverpool,NH,46,33,22,31,1.6923076923076923,1.3461538461538465,26.0,9,10,0,0,0,0,0,0,0,0,0.9230769230769232,0.0769230769230769,0.3461538461538461,-0.0384615384615384,2011,6,2
West Ham,Birmingham,NH,27,25,44,33,0.9230769230769232,1.1538461538461535,26.0,7,8,0,0,0,0,0,0,0,0,-0.6538461538461539,-0.3076923076923077,-0.2307692307692307,-0.0384615384615384,2011,6,2
Arsenal,Wolves,H,54,26,27,43,1.9230769230769231,0.9230769230769232,26.0,11,6,0,0,0,0,0,0,0,0,1.0384615384615383,-0.6538461538461539,1.0,0.1923076923076923,2011,12,2
Birmingham,Stoke,H,25,31,33,32,1.1538461538461535,1.2692307692307692,26.0,8,6,0,0,0,0,0,0,0,0,-0.3076923076923077,-0.0384615384615384,-0.1153846153846153,0.0769230769230769,2011,12,2
Blackburn,Newcastle,NH,31,40,38,38,1.1923076923076923,1.1923076923076923,26.0,6,6,0,0,0,0,0,0,0,0,-0.2692307692307692,0.0769230769230769,0.0,0.0,2011,12,2
Blackpool,Aston Villa,NH,38,28,49,43,1.0769230769230769,1.0769230769230769,26.0,0,7,0,0,1,1,0,0,0,0,-0.4230769230769231,-0.5769230769230769,0.0,-0.2692307692307692,2011,12,2
Liverpool,Wigan,NH,33,22,31,41,1.3461538461538465,0.8846153846153846,26.0,10,3,0,0,0,0,0,0,0,0,0.0769230769230769,-0.7307692307692307,0.4615384615384615,0.2692307692307692,2011,12,2
Man United,Man City,H,55,39,24,22,2.076923076923077,1.7692307692307692,26.0,10,8,0,0,0,0,0,0,0,0,1.1923076923076923,0.6538461538461539,0.3076923076923077,0.0769230769230769,2011,12,2
Sunderland,Tottenham,NH,32,37,31,28,1.3703703703703705,1.7407407407407407,27.0,7,11,0,0,0,0,0,0,0,0,0.037037037037037,0.3333333333333333,-0.3703703703703703,-0.1481481481481481,2011,12,2
West Brom,West Ham,NH,34,27,51,45,1.0,0.8888888888888888,27.0,5,4,0,0,0,0,0,0,0,0,-0.6296296296296297,-0.6666666666666666,0.1111111111111111,0.037037037037037,2011,12,2
Bolton,Everton,H,36,33,37,36,1.2222222222222223,1.1111111111111112,27.0,4,5,0,0,0,0,0,0,0,0,-0.037037037037037,-0.1111111111111111,0.1111111111111111,-0.037037037037037,2011,2,13
Fulham,Chelsea,NH,28,46,28,22,1.1111111111111112,1.6666666666666667,27.0,8,10,0,0,0,0,1,0,0,0,0.0,0.8888888888888888,-0.5555555555555556,-0.074074074074074,2011,2,14
Birmingham,Newcastle,NH,25,40,35,38,1.1111111111111112,1.1851851851851851,27.0,7,4,0,0,0,0,0,0,0,0,-0.3703703703703703,0.074074074074074,-0.074074074074074,0.1111111111111111,2011,2,15
West Brom,Wolves,NH,34,26,51,45,1.0,0.8888888888888888,27.0,5,3,0,0,0,0,0,0,1,0,-0.6296296296296297,-0.7037037037037037,0.1111111111111111,0.074074074074074,2011,2,20
Blackpool,Tottenham,H,39,37,50,28,1.0740740740740742,1.7407407407407407,27.0,1,11,0,0,1,0,0,0,0,0,-0.4074074074074074,0.3333333333333333,-0.6666666666666666,-0.3703703703703703,2011,2,22
Arsenal,Stoke,H,56,31,27,33,1.962962962962963,1.2222222222222223,27.0,13,6,1,0,0,0,0,0,0,0,1.0740740740740742,-0.074074074074074,0.7407407407407407,0.2592592592592592,2011,2,23
Aston Villa,Blackburn,H,30,34,45,42,1.0740740740740742,1.148148148148148,27.0,8,6,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.2962962962962963,-0.074074074074074,0.074074074074074,2011,2,26
Everton,Sunderland,H,33,32,36,31,1.1111111111111112,1.3703703703703705,27.0,5,7,0,0,0,0,0,0,0,0,-0.1111111111111111,0.037037037037037,-0.2592592592592592,-0.074074074074074,2011,2,26
Newcastle,Bolton,NH,42,38,38,37,1.25,1.2857142857142858,28.0,6,6,0,0,0,0,0,0,0,0,0.1428571428571428,0.0357142857142857,-0.0357142857142857,0.0,2011,2,26
Wigan,Man United,NH,27,61,45,25,0.9642857142857144,2.142857142857143,28.0,5,12,0,0,0,0,0,0,0,0,-0.6428571428571429,1.2857142857142858,-1.1785714285714286,-0.25,2011,2,26
Wolves,Blackpool,H,27,42,46,51,0.8928571428571429,1.1428571428571428,28.0,4,4,0,0,0,0,0,0,1,0,-0.6785714285714286,-0.3214285714285714,-0.25,0.0,2011,2,26
Man City,Fulham,NH,43,28,24,28,1.75,1.1071428571428572,28.0,7,8,0,0,0,0,0,0,0,0,0.6785714285714286,0.0,0.6428571428571429,-0.0357142857142857,2011,2,27
West Ham,Liverpool,H,30,35,48,32,0.8928571428571429,1.3928571428571428,28.0,5,13,0,0,0,0,1,0,0,0,-0.6428571428571429,0.1071428571428571,-0.5,-0.2857142857142857,2011,2,27
Stoke,West Brom,NH,31,35,34,52,1.1785714285714286,1.0,28.0,3,3,0,0,0,0,0,0,0,0,-0.1071428571428571,-0.6071428571428571,0.1785714285714285,0.0,2011,2,28
Chelsea,Man United,H,48,61,23,25,1.7142857142857142,2.142857142857143,28.0,10,12,0,0,0,0,0,0,0,0,0.8928571428571429,1.2857142857142858,-0.4285714285714285,-0.0714285714285714,2011,1,3
Arsenal,Sunderland,NH,57,33,27,33,2.0,1.3214285714285714,28.0,13,4,0,0,0,0,0,0,0,0,1.0714285714285714,0.0,0.6785714285714286,0.3214285714285714,2011,5,3
Birmingham,West Brom,NH,26,35,38,52,1.0714285714285714,1.0,28.0,7,3,0,0,0,0,0,0,0,0,-0.4285714285714285,-0.6071428571428571,0.0714285714285714,0.1428571428571428,2011,5,3
Bolton,Aston Villa,H,38,31,37,46,1.2857142857142858,1.0714285714285714,28.0,6,8,0,0,0,0,0,0,0,0,0.0357142857142857,-0.5357142857142857,0.2142857142857142,-0.0714285714285714,2011,5,3
Fulham,Blackburn,H,29,35,29,46,1.103448275862069,1.103448275862069,29.0,6,4,0,0,0,0,0,0,0,0,0.0,-0.3793103448275862,0.0,0.0689655172413793,2011,5,3
Man City,Wigan,H,44,27,25,49,1.7241379310344829,0.9310344827586208,29.0,5,5,0,0,0,0,0,0,0,0,0.6551724137931034,-0.7586206896551724,0.7931034482758621,0.0,2011,5,3
Newcastle,Everton,NH,43,37,39,37,1.2413793103448276,1.2413793103448276,29.0,6,9,0,0,0,0,0,0,0,0,0.1379310344827586,0.0,0.0,-0.1034482758620689,2011,5,3
West Ham,Stoke,H,33,32,49,35,0.9655172413793104,1.1724137931034482,29.0,8,4,0,0,0,0,0,0,0,0,-0.5517241379310345,-0.1034482758620689,-0.2068965517241379,0.1379310344827586,2011,5,3
Liverpool,Man United,H,36,62,35,27,1.3448275862068966,2.0689655172413794,29.0,10,9,1,0,0,0,0,0,0,0,0.0344827586206896,1.206896551724138,-0.7241379310344828,0.0344827586206896,2011,6,3
Wolves,Tottenham,NH,31,41,46,34,0.9655172413793104,1.6551724137931034,29.0,7,10,0,0,0,0,1,0,0,0,-0.5172413793103449,0.2413793103448276,-0.6896551724137931,-0.1034482758620689,2011,6,3
Blackpool,Chelsea,NH,42,51,55,24,1.103448275862069,1.7586206896551724,29.0,4,10,0,0,0,0,0,0,0,0,-0.4482758620689655,0.9310344827586208,-0.6551724137931034,-0.2068965517241379,2011,7,3
Everton,Birmingham,NH,37,27,37,39,1.2413793103448276,1.0689655172413792,29.0,9,7,0,0,0,0,0,0,0,0,0.0,-0.4137931034482758,0.1724137931034483,0.0689655172413793,2011,9,3
Aston Villa,Wolves,NH,35,31,47,46,1.137931034482759,0.9655172413793104,29.0,8,7,0,0,0,0,0,0,0,0,-0.4137931034482758,-0.5172413793103449,0.1724137931034483,0.0344827586206896,2011,3,19
Blackburn,Blackpool,NH,35,42,46,55,1.103448275862069,1.103448275862069,29.0,4,4,0,0,0,0,0,0,0,0,-0.3793103448275862,-0.4482758620689655,0.0,0.0,2011,3,19
Everton,Fulham,H,38,32,38,31,1.2333333333333334,1.1666666666666667,30.0,10,9,0,0,0,0,0,0,0,0,0.0,0.0333333333333333,0.0666666666666666,0.0333333333333333,2011,3,19
Man United,Bolton,H,63,42,30,40,2.0,1.3333333333333333,30.0,6,10,0,0,0,0,0,0,0,0,1.1,0.0666666666666666,0.6666666666666666,-0.1333333333333333,2011,3,19
Stoke,Newcastle,H,32,44,38,41,1.1333333333333333,1.2,30.0,4,6,0,0,0,0,0,0,0,0,-0.2,0.1,-0.0666666666666666,-0.0666666666666666,2011,3,19
Tottenham,West Ham,NH,41,36,34,49,1.6333333333333333,1.0333333333333334,30.0,8,10,0,0,0,0,0,0,0,0,0.2333333333333333,-0.4333333333333333,0.6,-0.0666666666666666,2011,3,19
West Brom,Arsenal,NH,39,59,54,29,1.0666666666666669,1.9333333333333331,30.0,6,9,0,0,0,0,0,0,0,0,-0.5,1.0,-0.8666666666666667,-0.1,2011,3,19
Wigan,Birmingham,H,27,28,50,41,0.9,1.0333333333333334,30.0,5,4,0,0,0,0,0,0,0,0,-0.7666666666666667,-0.4333333333333333,-0.1333333333333333,0.0333333333333333,2011,3,19
Chelsea,Man City,H,53,45,24,25,1.8,1.7666666666666666,30.0,10,8,0,0,0,0,0,0,0,0,0.9666666666666668,0.6666666666666666,0.0333333333333333,0.0666666666666666,2011,3,20
Sunderland,Liverpool,NH,33,39,35,36,1.2666666666666666,1.4,30.0,1,10,0,0,1,0,0,0,0,0,-0.0666666666666666,0.1,-0.1333333333333333,-0.3,2011,3,20
Arsenal,Blackburn,NH,59,37,29,49,1.9333333333333331,1.0666666666666669,30.0,9,1,0,0,0,0,0,0,0,0,1.0,-0.4,0.8666666666666667,0.2666666666666666,2011,2,4
Birmingham,Bolton,H,28,42,41,40,1.0333333333333334,1.3333333333333333,30.0,4,10,0,0,0,0,0,0,0,0,-0.4333333333333333,0.0666666666666666,-0.3,-0.2,2011,2,4
Everton,Aston Villa,NH,40,37,39,51,1.2903225806451613,1.064516129032258,31.0,10,5,0,0,0,0,0,0,0,0,0.032258064516129,-0.4516129032258064,0.2258064516129032,0.1612903225806451,2011,2,4
Newcastle,Wolves,H,44,35,45,49,1.1612903225806452,1.032258064516129,31.0,5,8,0,0,0,0,0,0,0,0,-0.032258064516129,-0.4516129032258064,0.1290322580645161,-0.0967741935483871,2011,2,4
Stoke,Chelsea,NH,36,54,38,25,1.1935483870967742,1.7741935483870968,31.0,4,11,0,0,0,0,0,0,0,0,-0.064516129032258,0.935483870967742,-0.5806451612903226,-0.2258064516129032,2011,2,4
West Brom,Liverpool,H,41,41,56,36,1.064516129032258,1.4516129032258065,31.0,7,10,0,0,0,0,0,0,0,0,-0.4838709677419355,0.1612903225806451,-0.3870967741935484,-0.0967741935483871,2011,2,4
West Ham,Man United,NH,36,64,49,30,1.032258064516129,2.032258064516129,31.0,8,9,0,0,0,0,0,0,0,0,-0.4193548387096774,1.096774193548387,-1.0,-0.032258064516129,2011,2,4
Wigan,Tottenham,NH,29,41,51,34,0.967741935483871,1.6129032258064515,31.0,7,6,0,0,0,0,0,0,0,0,-0.7096774193548387,0.2258064516129032,-0.6451612903225806,0.032258064516129,2011,2,4
Fulham,Blackpool,H,33,45,33,60,1.1290322580645162,1.064516129032258,31.0,6,5,0,0,0,0,0,0,0,0,0.0,-0.4838709677419355,0.064516129032258,0.032258064516129,2011,3,4
Man City,Sunderland,H,45,33,27,37,1.7096774193548387,1.2258064516129032,31.0,7,1,0,0,0,0,0,0,1,0,0.5806451612903226,-0.1290322580645161,0.4838709677419355,0.1935483870967742,2011,3,4
Blackburn,Birmingham,NH,39,30,51,42,1.064516129032258,1.096774193548387,31.0,2,4,0,0,0,0,0,0,0,0,-0.3870967741935484,-0.3870967741935484,-0.032258064516129,-0.064516129032258,2011,9,4
Bolton,West Ham,H,42,36,41,49,1.2903225806451613,1.032258064516129,31.0,7,8,0,0,0,0,0,0,0,0,0.032258064516129,-0.4193548387096774,0.2580645161290322,-0.032258064516129,2011,9,4
Chelsea,Wigan,H,55,29,25,51,1.8125,0.96875,32.0,13,5,1,0,0,0,0,0,0,0,0.9375,-0.6875,0.84375,0.25,2011,9,4
Man United,Fulham,H,68,36,32,33,2.0625,1.1875,32.0,9,8,0,0,0,0,0,0,0,0,1.125,0.09375,0.875,0.03125,2011,9,4
Sunderland,West Brom,NH,33,43,42,57,1.1875,1.125,32.0,1,9,0,0,0,0,0,0,0,0,-0.28125,-0.4375,0.0625,-0.25,2011,9,4
Tottenham,Stoke,H,44,37,36,39,1.65625,1.1875,32.0,6,5,0,0,0,0,0,0,0,0,0.25,-0.0625,0.46875,0.03125,2011,9,4
