HomeTeam,AwayTeam,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,Year,Month,Day
Newcastle,Liverpool,NH,11,10,9,7,1.5714285714285714,1.7142857142857142,7.0,10,9,0,0,0,0,0,0,0,0,0.2857142857142857,0.4285714285714285,-0.1428571428571428,0.1428571428571428,2001,9,30
Bolton,Newcastle,NH,10,11,4,11,1.5,1.375,8.0,6,9,0,0,0,0,0,0,0,0,0.75,0.0,0.125,-0.375,2001,10,13
Charlton,Middlesbrough,NH,7,7,7,14,1.125,0.875,8.0,6,7,0,0,0,0,0,0,0,0,0.0,-0.875,0.25,-0.125,2001,10,13
Chelsea,Leicester,H,12,5,7,15,1.625,0.625,8.0,9,5,0,0,0,0,0,0,0,0,0.625,-1.25,1.0,0.5,2001,10,13
Ipswich,Everton,NH,6,12,11,10,0.625,1.25,8.0,2,6,0,0,0,0,0,0,0,0,-0.625,0.25,-0.625,-0.5,2001,10,13
Liverpool,Leeds,NH,11,11,8,2,1.625,2.125,8.0,10,11,0,0,0,0,0,0,0,0,0.375,1.125,-0.5,-0.125,2001,10,13
Southampton,Arsenal,NH,5,16,12,5,0.75,1.75,8.0,6,11,0,0,0,0,0,0,0,0,-0.875,1.375,-1.0,-0.625,2001,10,13
Sunderland,Man United,NH,6,22,7,13,1.125,1.75,8.0,6,10,0,0,0,0,0,0,0,0,-0.125,1.125,-0.625,-0.5,2001,10,13
Aston Villa,Fulham,H,11,7,3,8,1.875,0.875,8.0,13,4,0,0,0,0,0,0,0,0,1.0,-0.125,1.0,1.125,2001,10,14
Blackburn,West Ham,H,8,5,8,16,1.125,0.625,8.0,8,4,0,0,0,0,0,0,0,0,0.0,-1.375,0.5,0.5,2001,10,14
Tottenham,Derby,H,8,5,8,12,1.0,0.625,8.0,6,2,0,0,0,0,0,0,0,0,0.0,-0.875,0.375,0.5,2001,10,15
Arsenal,Blackburn,NH,18,8,5,10,1.8888888888888888,1.0,9.0,11,5,0,0,0,0,0,0,0,0,1.4444444444444444,-0.2222222222222222,0.8888888888888888,0.6666666666666666,2001,10,20
Derby,Charlton,NH,6,8,15,8,0.5555555555555556,1.1111111111111112,9.0,1,6,0,0,0,0,0,0,0,0,-1.0,0.0,-0.5555555555555556,-0.5555555555555556,2001,10,20
Everton,Aston Villa,H,12,13,10,6,1.2222222222222223,1.6666666666666667,9.0,4,10,0,0,1,0,0,0,0,0,0.2222222222222222,0.7777777777777778,-0.4444444444444444,-0.6666666666666666,2001,10,20
Leicester,Liverpool,NH,5,15,17,9,0.5555555555555556,1.7777777777777777,9.0,4,13,0,0,0,0,1,0,0,0,-1.3333333333333333,0.6666666666666666,-1.2222222222222223,-1.0,2001,10,20
Man United,Bolton,NH,25,10,14,6,1.8888888888888888,1.3333333333333333,9.0,12,3,0,0,0,0,0,0,0,0,1.2222222222222223,0.4444444444444444,0.5555555555555556,1.0,2001,10,20
West Ham,Southampton,H,7,5,16,14,0.8888888888888888,0.6666666666666666,9.0,6,6,0,0,0,0,0,0,0,0,-1.0,-1.0,0.2222222222222222,0.0,2001,10,20
Fulham,Ipswich,NH,7,6,10,11,0.7777777777777778,0.6666666666666666,9.0,3,3,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.5555555555555556,0.1111111111111111,0.0,2001,10,21
Leeds,Chelsea,NH,12,12,3,7,2.0,1.5555555555555556,9.0,11,9,0,0,0,0,0,0,0,0,1.0,0.5555555555555556,0.4444444444444444,0.2222222222222222,2001,10,21
Newcastle,Tottenham,NH,15,11,11,13,1.5555555555555556,0.8888888888888888,9.0,9,6,0,0,0,0,0,0,0,0,0.4444444444444444,-0.2222222222222222,0.6666666666666666,0.3333333333333333,2001,10,21
Middlesbrough,Sunderland,H,8,8,17,7,0.7777777777777778,1.3333333333333333,9.0,7,8,0,0,0,0,0,0,0,0,-1.0,0.1111111111111111,-0.5555555555555556,-0.1111111111111111,2001,10,22
Aston Villa,Charlton,H,14,8,6,9,1.8,1.0,10.0,12,6,1,0,0,0,0,0,0,0,0.8,-0.1,0.8,0.6,2001,10,24
Southampton,Ipswich,NH,8,7,17,12,0.7,0.7,10.0,4,3,0,0,0,0,0,0,0,0,-0.9,-0.5,0.0,0.1,2001,10,24
West Ham,Chelsea,H,9,13,17,9,1.1,1.4,10.0,9,6,0,0,0,0,0,0,0,0,-0.8,0.4,-0.3,0.3,2001,10,24
Aston Villa,Bolton,H,14,10,6,10,1.8,1.2,10.0,12,2,1,0,0,0,0,0,0,0,0.8,0.0,0.6,1.0,2001,10,27
Charlton,Liverpool,NH,8,17,9,9,1.0,1.9,10.0,6,13,0,0,0,0,0,0,0,0,-0.1,0.8,-0.9,-0.7,2001,10,27
Everton,Newcastle,NH,15,15,12,13,1.4,1.4,10.0,7,6,0,0,0,0,0,0,0,0,0.3,0.2,0.0,0.1,2001,10,27
Fulham,Southampton,H,8,8,11,17,0.8,0.7,10.0,3,4,0,0,0,0,0,0,0,0,-0.3,-0.9,0.1,-0.1,2001,10,27
Man United,Leeds,NH,26,12,16,3,1.7,1.9,10.0,9,11,0,0,0,0,1,0,0,0,1.0,0.9,-0.2,-0.2,2001,10,27
Sunderland,Arsenal,NH,9,21,10,8,1.2,1.8,10.0,5,11,0,0,0,0,0,0,0,0,-0.1,1.3,-0.6,-0.6,2001,10,27
Tottenham,Middlesbrough,H,14,8,14,17,1.1,0.8,10.0,6,8,0,0,0,0,0,0,0,0,0.0,-0.9,0.3,-0.2,2001,10,27
Derby,Chelsea,NH,8,14,17,10,0.6363636363636364,1.3636363636363635,11.0,2,6,0,0,1,0,0,0,0,0,-0.8181818181818182,0.3636363636363636,-0.7272727272727273,-0.3636363636363636,2001,10,28
Ipswich,West Ham,NH,10,12,15,19,0.7272727272727273,1.2727272727272727,11.0,3,9,0,0,0,0,0,0,0,0,-0.4545454545454545,-0.6363636363636364,-0.5454545454545454,-0.5454545454545454,2001,10,28
Blackburn,Leicester,NH,18,6,14,23,1.181818181818182,0.4545454545454545,11.0,8,1,0,0,0,0,0,0,0,0,0.3636363636363636,-1.5454545454545454,0.7272727272727273,0.6363636363636364,2001,10,29
Bolton,Everton,NH,12,16,11,15,1.3636363636363635,1.2727272727272727,11.0,5,7,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,-0.1818181818181818,2001,3,11
Leicester,Sunderland,H,6,9,23,12,0.4545454545454545,1.0909090909090908,11.0,1,4,0,0,0,0,0,0,0,0,-1.5454545454545454,-0.2727272727272727,-0.6363636363636364,-0.2727272727272727,2001,3,11
Middlesbrough,Derby,H,10,8,17,17,1.0,0.6363636363636364,11.0,8,2,0,0,0,0,0,0,1,0,-0.6363636363636364,-0.8181818181818182,0.3636363636363636,0.5454545454545454,2001,3,11
Newcastle,Aston Villa,H,18,17,14,8,1.5454545454545454,1.9090909090909087,11.0,9,12,0,0,0,0,0,0,0,0,0.3636363636363636,0.8181818181818182,-0.3636363636363636,-0.2727272727272727,2001,3,11
Southampton,Blackburn,NH,9,18,19,14,0.6363636363636364,1.181818181818182,11.0,4,8,0,0,0,0,0,0,0,0,-0.9090909090909092,0.3636363636363636,-0.5454545454545454,-0.3636363636363636,2001,3,11
West Ham,Fulham,NH,12,10,19,12,1.2727272727272727,1.0,11.0,9,6,0,0,0,0,0,0,0,0,-0.6363636363636364,-0.1818181818181818,0.2727272727272727,0.2727272727272727,2001,3,11
Arsenal,Charlton,NH,22,8,9,11,1.7272727272727273,0.9090909090909092,11.0,9,5,0,0,0,0,0,0,0,0,1.181818181818182,-0.2727272727272727,0.8181818181818182,0.3636363636363636,2001,4,11
Chelsea,Ipswich,H,16,12,11,18,1.5,0.6666666666666666,12.0,8,3,0,0,0,0,0,0,0,0,0.4166666666666667,-0.5,0.8333333333333334,0.4166666666666667,2001,4,11
Leeds,Tottenham,H,15,18,5,15,1.9166666666666667,1.4166666666666667,12.0,9,9,0,0,0,0,0,0,0,0,0.8333333333333334,0.25,0.5,0.0,2001,4,11
Liverpool,Man United,H,21,28,11,20,1.9166666666666667,1.5,12.0,11,7,0,0,0,0,0,0,0,0,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.3333333333333333,2001,4,11
Aston Villa,Middlesbrough,NH,17,11,11,19,1.75,0.9166666666666666,12.0,9,5,0,0,0,0,0,0,0,0,0.5,-0.6666666666666666,0.8333333333333334,0.3333333333333333,2001,11,17
Blackburn,Liverpool,NH,18,21,14,11,1.1666666666666667,1.9166666666666667,12.0,8,11,0,0,0,0,0,0,0,0,0.3333333333333333,0.8333333333333334,-0.75,-0.25,2001,11,17
Derby,Southampton,H,9,10,22,21,0.5833333333333334,0.5833333333333334,12.0,2,1,0,0,0,0,0,0,0,0,-1.0833333333333333,-0.9166666666666666,0.0,0.0833333333333333,2001,11,17
Fulham,Newcastle,H,12,21,12,14,1.1666666666666667,1.6666666666666667,12.0,8,9,0,0,0,0,0,0,0,0,0.0,0.5833333333333334,-0.5,-0.0833333333333333,2001,11,17
Man United,Leicester,H,28,6,20,23,1.5,0.5,12.0,7,1,0,0,0,0,0,0,1,0,0.6666666666666666,-1.4166666666666667,1.0,0.5,2001,11,17
Tottenham,Arsenal,NH,18,24,15,13,1.4166666666666667,1.5833333333333333,12.0,9,8,0,0,0,0,0,0,0,0,0.25,0.9166666666666666,-0.1666666666666666,0.0833333333333333,2001,11,17
Everton,Chelsea,NH,18,16,17,11,1.25,1.5,12.0,8,8,0,0,0,0,0,0,0,0,0.0833333333333333,0.4166666666666667,-0.25,0.0,2001,11,18
Ipswich,Bolton,NH,13,16,20,16,0.6153846153846154,1.2307692307692308,13.0,3,4,0,0,0,0,0,0,0,0,-0.5384615384615384,0.0,-0.6153846153846154,-0.0769230769230769,2001,11,18
Sunderland,Leeds,H,10,15,14,7,1.0,1.7692307692307692,13.0,4,6,0,0,0,0,0,0,0,0,-0.3076923076923077,0.6153846153846154,-0.7692307692307693,-0.1538461538461538,2001,11,18
Charlton,West Ham,NH,16,16,17,25,1.0769230769230769,1.1538461538461535,13.0,5,10,0,0,0,0,1,0,0,0,-0.0769230769230769,-0.6923076923076923,-0.0769230769230769,-0.3846153846153846,2001,11,19
Bolton,Fulham,NH,16,15,16,13,1.2307692307692308,1.3076923076923077,13.0,4,10,0,0,0,0,0,0,0,0,0.0,0.1538461538461538,-0.0769230769230769,-0.4615384615384615,2001,11,24
Chelsea,Blackburn,NH,16,20,11,15,1.4615384615384617,1.3076923076923077,13.0,6,8,0,0,0,0,0,0,0,0,0.3846153846153846,0.3846153846153846,0.1538461538461538,-0.1538461538461538,2001,11,24
Leicester,Everton,NH,7,18,23,17,0.6923076923076923,1.2307692307692308,13.0,4,6,0,0,1,0,0,0,0,0,-1.2307692307692308,0.0769230769230769,-0.5384615384615384,-0.1538461538461538,2001,11,24
Newcastle,Derby,H,22,10,17,22,1.5384615384615383,0.7692307692307693,13.0,9,5,0,0,0,0,0,0,0,0,0.3846153846153846,-0.9230769230769232,0.7692307692307693,0.3076923076923077,2001,11,24
Southampton,Charlton,H,10,16,22,17,0.5384615384615384,1.0769230769230769,13.0,1,5,0,0,0,0,0,0,0,0,-0.9230769230769232,-0.0769230769230769,-0.5384615384615384,-0.3076923076923077,2001,11,24
West Ham,Tottenham,NH,16,19,25,17,1.1538461538461535,1.3076923076923077,13.0,10,9,1,0,0,0,0,0,0,0,-0.6923076923076923,0.1538461538461538,-0.1538461538461538,0.0769230769230769,2001,11,24
Arsenal,Man United,H,25,30,14,20,1.5384615384615383,1.6153846153846154,13.0,6,7,0,0,0,0,0,0,0,0,0.8461538461538461,0.7692307692307693,-0.0769230769230769,-0.0769230769230769,2001,11,25
Leeds,Aston Villa,NH,16,18,8,12,1.7142857142857142,1.6428571428571428,14.0,6,8,0,0,0,0,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0714285714285714,-0.1428571428571428,2001,11,25
Liverpool,Sunderland,H,23,12,11,14,2.071428571428572,1.1428571428571428,14.0,13,4,0,0,0,0,0,0,0,0,0.8571428571428571,-0.1428571428571428,0.9285714285714286,0.6428571428571429,2001,11,25
Middlesbrough,Ipswich,NH,16,14,20,22,1.0714285714285714,0.5714285714285714,14.0,8,2,0,0,0,0,0,0,0,0,-0.2857142857142857,-0.5714285714285714,0.5,0.4285714285714285,2001,11,25
Aston Villa,Leicester,NH,18,7,12,25,1.6428571428571428,0.6428571428571429,14.0,8,4,0,0,0,0,0,0,0,0,0.4285714285714285,-1.2857142857142858,1.0,0.2857142857142857,2001,1,12
Blackburn,Middlesbrough,NH,21,16,16,20,1.2857142857142858,1.0714285714285714,14.0,9,8,0,0,0,0,0,0,0,0,0.3571428571428571,-0.2857142857142857,0.2142857142857142,0.0714285714285714,2001,1,12
Charlton,Newcastle,NH,16,23,18,17,1.0,1.6428571428571428,14.0,4,9,0,0,0,0,0,0,0,0,-0.1428571428571428,0.4285714285714285,-0.6428571428571429,-0.3571428571428571,2001,1,12
Derby,Liverpool,NH,10,23,23,11,0.7142857142857143,2.071428571428572,14.0,5,13,0,0,0,0,0,0,0,0,-0.9285714285714286,0.8571428571428571,-1.3571428571428572,-0.5714285714285714,2001,1,12
Ipswich,Arsenal,NH,14,28,22,15,0.5714285714285714,1.6428571428571428,14.0,2,6,0,0,0,0,0,0,0,0,-0.5714285714285714,0.9285714285714286,-1.0714285714285714,-0.2857142857142857,2001,1,12
Man United,Chelsea,NH,31,16,23,11,1.5,1.4285714285714286,14.0,4,6,0,0,0,0,0,0,0,0,0.5714285714285714,0.3571428571428571,0.0714285714285714,-0.1428571428571428,2001,1,12
Sunderland,West Ham,H,12,16,14,26,1.1428571428571428,1.0714285714285714,14.0,4,7,0,0,0,0,0,0,0,0,-0.1428571428571428,-0.7142857142857143,0.0714285714285714,-0.2142857142857142,2001,1,12
Everton,Southampton,H,20,11,17,24,1.3333333333333333,0.6666666666666666,15.0,6,3,0,0,0,0,0,0,1,0,0.2,-0.8666666666666667,0.6666666666666666,0.2,2001,2,12
Fulham,Leeds,NH,15,16,13,8,1.2666666666666666,1.6666666666666667,15.0,11,6,1,0,0,0,0,0,0,0,0.1333333333333333,0.5333333333333333,-0.4,0.3333333333333333,2001,2,12
Tottenham,Bolton,H,21,18,18,17,1.4,1.3333333333333333,15.0,10,8,0,0,0,0,0,0,0,0,0.2,0.0666666666666666,0.0666666666666666,0.1333333333333333,2001,3,12
Chelsea,Charlton,NH,19,17,11,19,1.5333333333333334,1.0,15.0,9,5,0,0,0,0,0,0,0,0,0.5333333333333333,-0.1333333333333333,0.5333333333333333,0.2666666666666666,2001,5,12
West Ham,Aston Villa,NH,16,18,27,14,1.0,1.5333333333333334,15.0,4,5,0,0,0,0,0,0,0,0,-0.7333333333333333,0.2666666666666666,-0.5333333333333333,-0.0666666666666666,2001,5,12
Charlton,Tottenham,H,17,21,19,18,1.0,1.4,15.0,5,10,0,0,0,0,0,0,0,0,-0.1333333333333333,0.2,-0.4,-0.3333333333333333,2001,8,12
Derby,Bolton,H,10,18,24,17,0.6666666666666666,1.3333333333333333,15.0,4,8,0,0,0,0,0,0,0,0,-0.9333333333333332,0.0666666666666666,-0.6666666666666666,-0.2666666666666666,2001,8,12
Fulham,Everton,H,15,20,13,17,1.2666666666666666,1.3333333333333333,15.0,11,6,1,0,0,0,0,0,0,0,0.1333333333333333,0.2,-0.0666666666666666,0.3333333333333333,2001,8,12
Leicester,Southampton,NH,7,11,25,24,0.6666666666666666,0.6666666666666666,15.0,5,3,0,0,0,0,0,0,1,0,-1.2,-0.8666666666666667,0.0,0.1333333333333333,2001,8,12
Liverpool,Middlesbrough,H,25,16,11,20,2.1333333333333333,1.0666666666666669,15.0,13,8,0,0,0,0,0,0,0,0,0.9333333333333332,-0.2666666666666666,1.0666666666666669,0.3333333333333333,2001,8,12
Man United,West Ham,NH,31,17,27,28,1.3125,1.0,16.0,3,2,0,0,0,0,0,0,0,0,0.25,-0.6875,0.3125,0.0625,2001,8,12
Arsenal,Aston Villa,H,33,19,17,15,1.8125,1.5,16.0,10,3,0,0,0,0,0,0,0,0,1.0,0.25,0.3125,0.4375,2001,9,12
Blackburn,Leeds,NH,21,18,17,9,1.1875,1.75,16.0,6,8,0,0,0,0,0,0,0,0,0.25,0.5625,-0.5625,-0.125,2001,9,12
Ipswich,Newcastle,NH,14,25,24,18,0.5625,1.6875,16.0,1,10,0,0,1,0,0,0,0,0,-0.625,0.4375,-1.125,-0.5625,2001,9,12
Sunderland,Chelsea,NH,13,19,15,12,1.1875,1.4375,16.0,7,8,0,0,0,0,0,0,0,0,-0.125,0.4375,-0.25,-0.0625,2001,9,12
Liverpool,Fulham,NH,25,17,11,13,2.0625,1.375,16.0,11,11,0,0,0,0,0,0,0,0,0.875,0.25,0.6875,0.0,2001,12,12
Man United,Derby,H,31,11,27,24,1.3125,0.8125,16.0,3,6,0,0,0,0,0,0,0,0,0.25,-0.8125,0.5,-0.1875,2001,12,12
Bolton,Charlton,NH,20,18,20,19,1.25,1.125,16.0,5,8,0,0,0,0,0,0,0,0,0.0,-0.0625,0.125,-0.1875,2001,12,15
Everton,Derby,H,20,11,19,24,1.25,0.8125,16.0,6,6,0,0,0,0,0,0,0,0,0.0625,-0.8125,0.4375,0.0,2001,12,15
Middlesbrough,Man United,NH,17,31,20,27,1.1875,1.3125,16.0,8,3,0,0,0,0,0,0,0,0,-0.1875,0.25,-0.125,0.3125,2001,12,15
Newcastle,Blackburn,H,27,22,19,19,1.7647058823529411,1.1176470588235294,17.0,10,5,0,0,0,0,0,0,0,0,0.4705882352941176,0.1764705882352941,0.6470588235294118,0.2941176470588235,2001,12,15
Southampton,Sunderland,H,17,13,24,15,0.9411764705882352,1.1764705882352942,17.0,9,7,0,0,0,0,0,0,0,0,-0.4117647058823529,-0.1176470588235294,-0.2352941176470588,0.1176470588235294,2001,12,15
Tottenham,Fulham,H,25,17,23,13,1.411764705882353,1.3529411764705883,17.0,7,9,0,0,0,0,0,0,0,0,0.1176470588235294,0.2352941176470588,0.0588235294117647,-0.1176470588235294,2001,12,15
West Ham,Arsenal,NH,18,34,28,18,1.1176470588235294,1.7647058823529411,17.0,5,11,0,0,0,0,0,0,0,0,-0.5882352941176471,0.9411764705882352,-0.6470588235294118,-0.3529411764705882,2001,12,15
Chelsea,Liverpool,H,19,25,12,15,1.411764705882353,1.9411764705882355,17.0,6,10,0,0,0,0,1,0,0,0,0.4117647058823529,0.5882352941176471,-0.5294117647058824,-0.2352941176470588,2001,12,16
Leeds,Leicester,NH,20,9,11,29,1.7058823529411764,0.7647058823529411,17.0,6,7,0,0,0,0,0,0,0,0,0.5294117647058824,-1.1764705882352942,0.9411764705882352,-0.0588235294117647,2001,12,16
Aston Villa,Ipswich,H,21,14,18,25,1.411764705882353,0.5294117647058824,17.0,3,1,0,0,0,0,0,0,0,0,0.1764705882352941,-0.6470588235294118,0.8823529411764706,0.1176470588235294,2001,12,17
Arsenal,Newcastle,NH,34,27,18,19,1.7647058823529411,1.7647058823529411,17.0,11,10,0,0,0,0,0,0,0,0,0.9411764705882352,0.4705882352941176,0.0,0.0588235294117647,2001,12,18
Leeds,Everton,H,20,21,11,19,1.7058823529411764,1.3529411764705883,17.0,6,8,0,0,0,0,0,0,0,0,0.5294117647058824,0.1176470588235294,0.3529411764705882,-0.1176470588235294,2001,12,19
Charlton,Blackburn,NH,21,22,20,19,1.2352941176470589,1.1176470588235294,17.0,8,5,0,0,0,0,0,0,0,0,0.0588235294117647,0.1764705882352941,0.1176470588235294,0.1764705882352941,2001,12,22
Derby,Aston Villa,H,11,23,30,19,0.7222222222222222,1.5,18.0,3,5,0,0,0,0,0,0,0,0,-1.0555555555555556,0.2222222222222222,-0.7777777777777778,-0.1111111111111111,2001,12,22
Leeds,Newcastle,NH,23,30,13,20,1.7777777777777777,1.8333333333333333,18.0,9,13,0,0,0,0,0,0,0,0,0.5555555555555556,0.5555555555555556,-0.0555555555555555,-0.2222222222222222,2001,12,22
Leicester,West Ham,NH,11,19,31,29,0.7777777777777778,1.1111111111111112,18.0,5,5,0,0,0,0,0,0,0,0,-1.1111111111111112,-0.5555555555555556,-0.3333333333333333,0.0,2001,12,22
Man United,Southampton,H,37,18,27,30,1.5,0.8888888888888888,18.0,6,9,0,0,1,0,0,0,0,0,0.5555555555555556,-0.6666666666666666,0.6111111111111112,-0.1666666666666666,2001,12,22
Sunderland,Everton,H,13,23,17,22,1.1111111111111112,1.2777777777777777,18.0,7,7,0,0,0,0,0,0,0,0,-0.2222222222222222,0.0555555555555555,-0.1666666666666666,0.0,2001,12,22
Tottenham,Ipswich,NH,29,15,23,27,1.5,0.5,18.0,10,1,0,0,0,0,0,0,0,0,0.3333333333333333,-0.6666666666666666,1.0,0.5,2001,12,22
Chelsea,Bolton,H,23,20,12,21,1.5,1.1666666666666667,18.0,8,5,0,0,0,0,0,0,0,0,0.6111111111111112,-0.0555555555555555,0.3333333333333333,0.1666666666666666,2001,12,23
Liverpool,Arsenal,NH,26,35,17,21,1.8333333333333333,1.6666666666666667,18.0,7,10,0,0,0,0,1,0,0,0,0.5,0.7777777777777778,0.1666666666666666,-0.1666666666666666,2001,12,23
Arsenal,Chelsea,H,35,23,21,12,1.6666666666666667,1.5,18.0,10,8,1,0,0,0,0,0,0,0,0.7777777777777778,0.6111111111111112,0.1666666666666666,0.1111111111111111,2001,12,26
Aston Villa,Liverpool,NH,23,26,19,17,1.5,1.8333333333333333,18.0,5,7,0,0,0,0,0,0,0,0,0.2222222222222222,0.5,-0.3333333333333333,-0.1111111111111111,2001,12,26
Blackburn,Sunderland,NH,25,14,21,17,1.1578947368421053,1.2105263157894737,19.0,4,7,0,0,0,0,0,0,0,0,0.2105263157894736,-0.1578947368421052,-0.0526315789473684,-0.1578947368421052,2001,12,26
Bolton,Leeds,NH,21,26,26,17,1.105263157894737,1.6842105263157894,19.0,2,8,0,0,0,0,0,0,0,0,-0.2631578947368421,0.4736842105263157,-0.5789473684210527,-0.3157894736842105,2001,12,26
Everton,Man United,NH,23,43,23,28,1.2105263157894737,1.5789473684210529,19.0,6,9,0,0,0,0,0,0,0,0,0.0,0.7894736842105263,-0.3684210526315789,-0.1578947368421052,2001,12,26
Fulham,Charlton,NH,17,21,17,22,1.263157894736842,1.1578947368421053,19.0,6,8,0,0,0,0,0,0,0,0,0.0,-0.0526315789473684,0.1052631578947368,-0.1052631578947368,2001,12,26
Ipswich,Leicester,H,17,12,28,32,0.631578947368421,0.7894736842105263,19.0,4,6,0,0,0,0,0,0,0,0,-0.5789473684210527,-1.0526315789473684,-0.1578947368421052,-0.1052631578947368,2001,12,26
Newcastle,Middlesbrough,H,34,17,23,26,1.894736842105263,1.0,19.0,13,4,0,0,0,0,0,0,0,0,0.5789473684210527,-0.4736842105263157,0.8947368421052632,0.4736842105263157,2001,12,26
Southampton,Tottenham,H,19,30,30,25,1.0,1.4210526315789471,19.0,9,9,0,0,0,0,0,0,0,0,-0.5789473684210527,0.2631578947368421,-0.4210526315789473,0.0,2001,12,26
West Ham,Derby,H,20,14,30,31,1.105263157894737,0.8421052631578947,19.0,6,6,0,0,0,0,0,0,0,0,-0.5263157894736842,-0.8947368421052632,0.2631578947368421,0.0,2001,12,26
Arsenal,Middlesbrough,H,37,17,22,26,1.736842105263158,1.0,19.0,10,4,0,0,0,0,0,0,0,0,0.7894736842105263,-0.4736842105263157,0.7368421052631579,0.3157894736842105,2001,12,29
Aston Villa,Tottenham,NH,24,30,22,25,1.4210526315789471,1.4210526315789471,19.0,4,9,0,0,0,0,0,0,0,0,0.1052631578947368,0.2631578947368421,0.0,-0.2631578947368421,2001,12,29
Blackburn,Derby,NH,25,14,24,35,1.1,0.8,20.0,3,6,0,0,1,0,0,0,0,0,0.05,-1.05,0.3,-0.15,2001,12,29
Bolton,Leicester,NH,21,12,29,34,1.05,0.75,20.0,1,5,0,0,0,0,0,0,0,0,-0.4,-1.1,0.3,-0.2,2001,12,29
Everton,Charlton,NH,23,21,25,22,1.15,1.15,20.0,3,8,0,0,0,0,0,0,0,0,-0.1,-0.05,0.0,-0.25,2001,12,29
Ipswich,Sunderland,H,19,17,28,17,0.75,1.3,20.0,6,10,0,0,1,0,0,0,0,0,-0.45,0.0,-0.55,-0.2,2001,12,29
Newcastle,Chelsea,NH,37,29,23,15,1.95,1.5,20.0,15,7,1,1,0,0,0,0,0,0,0.7,0.7,0.45,0.4,2001,12,29
Southampton,Leeds,NH,19,29,31,17,0.95,1.75,20.0,9,10,0,0,0,0,0,0,0,0,-0.6,0.6,-0.8,-0.05,2001,12,29
West Ham,Liverpool,NH,24,29,30,19,1.2,1.85,20.0,9,5,0,0,0,0,0,0,0,0,-0.3,0.5,-0.65,0.2,2001,12,29
Fulham,Man United,NH,19,45,20,28,1.2,1.65,20.0,5,12,0,0,0,0,0,0,0,0,-0.05,0.85,-0.45,-0.35,2001,12,30
Charlton,Ipswich,H,21,19,22,28,1.15,0.75,20.0,8,6,0,0,0,0,0,0,1,0,-0.05,-0.45,0.4,0.1,2002,1,1
Chelsea,Southampton,NH,29,19,15,31,1.5,0.95,20.0,7,9,0,0,0,0,0,0,0,0,0.7,-0.6,0.55,-0.1,2002,1,1
Leeds,West Ham,H,30,25,17,31,1.809523809523809,1.1904761904761905,21.0,10,9,0,0,0,0,0,0,0,0,0.6190476190476191,-0.2857142857142857,0.6190476190476191,0.0476190476190476,2002,1,1
Liverpool,Bolton,NH,30,23,20,31,1.809523809523809,1.0476190476190477,21.0,5,2,0,0,0,0,0,0,0,0,0.4761904761904761,-0.3809523809523809,0.7619047619047619,0.1428571428571428,2002,1,1
Middlesbrough,Everton,H,19,23,28,28,1.0476190476190477,1.0952380952380951,21.0,3,3,0,0,1,0,0,0,0,0,-0.4285714285714285,-0.238095238095238,-0.0476190476190476,0.0,2002,1,1
Sunderland,Aston Villa,NH,17,26,22,25,1.238095238095238,1.3333333333333333,21.0,7,4,0,0,0,0,0,0,0,0,-0.238095238095238,0.0476190476190476,-0.0952380952380952,0.1428571428571428,2002,1,1
Tottenham,Blackburn,H,31,25,27,25,1.3333333333333333,1.0476190476190477,21.0,4,3,0,0,0,0,0,0,0,0,0.1904761904761904,0.0,0.2857142857142857,0.0476190476190476,2002,1,1
Derby,Fulham,NH,15,20,35,20,0.9047619047619048,1.2857142857142858,21.0,6,5,0,0,0,0,0,0,0,0,-0.9523809523809524,0.0,-0.3809523809523809,0.0476190476190476,2002,2,1
Man United,Newcastle,H,48,38,30,25,1.7142857142857142,1.8571428571428568,21.0,15,12,1,1,0,0,1,0,0,0,0.8571428571428571,0.6190476190476191,-0.1428571428571428,0.1428571428571428,2002,2,1
Southampton,Liverpool,H,23,30,33,20,1.0476190476190477,1.809523809523809,21.0,9,5,0,0,0,0,0,0,0,0,-0.4761904761904761,0.4761904761904761,-0.7619047619047619,0.1904761904761904,2002,9,1
Aston Villa,Derby,H,26,15,25,35,1.3333333333333333,0.9047619047619048,21.0,4,6,0,0,0,0,0,0,0,0,0.0476190476190476,-0.9523809523809524,0.4285714285714285,-0.0952380952380952,2002,12,1
Blackburn,Charlton,H,25,24,25,22,1.0476190476190477,1.238095238095238,21.0,3,8,0,0,0,0,0,0,0,0,0.0,0.0952380952380952,-0.1904761904761904,-0.238095238095238,2002,12,1
Bolton,Chelsea,NH,24,33,32,20,1.0454545454545454,1.5,22.0,3,9,0,0,0,0,0,0,0,0,-0.3636363636363636,0.5909090909090909,-0.4545454545454545,-0.2727272727272727,2002,12,1
